"CPI","01FB","02AT","03CF","04HW","05FH","06HL","07TR","08CM","09RC","10ED","11RH","12MS"
-0.414275234108674,0.697857131853419,1.63824735592488,-6.17074101421768,0.277519018785899,-3.65463787115619,-1.51854871585813,0.806319446720627,-0.678560536749007,-0.198710451962791,0.58758138796251,0.0629553017357676,-0.197604050883038
0.242665857780477,-0.123917633020232,0.77725158741957,0.255626152034183,0.0774128621470416,0.574122702315583,0.910690261823444,0.442204519590317,0,0.108886146571119,0.0276286706662576,0.237282042063636,0.21810419502537
0.216141442960271,-0.624952132955503,-0.153829944157624,1.43712827212719,0.0773529809904971,2.2121740781619,1.73144634738318,-0.0388462659026811,-0.577646426652323,-0.162633628905273,0.0473503531547292,0.177540260392384,0.367346308786987
0.368085810004448,0.328313578001471,0.80621332995654,0.377042965240371,1.15360089660104,-0.678084179970972,0.740939867941326,-0.127918650215353,0.0559769915262409,0.554062606999439,0.11831985801618,0.513775263600724,0.582834822458378
0.309433421674665,0.714395452450467,0.592496440834078,0.495144274797332,-0.0305646825093597,0.368244467565249,0.308539026017352,0.145916762593412,-0.0347249016127815,0.149618730201317,0.0945440220602611,0.398945643656057,0.139130966577983
0.209937018894335,0.99763557318282,-0.293462651154075,-0.516902293110377,-0.0363066574944559,-0.228289228475587,-0.902818189375687,0.550437921934965,-0.44289629086417,0.0741824476086395,0.224329961824554,0.533953026325129,0.0198482373238607
-0.32065898985294,-0.590554154269063,0.171168538387678,-5.11670030533561,-0.112782673522838,-1.53864113938827,0.181201973088152,1.24136598560596,0.17058065266482,0.142077627921355,0.106023717898363,0.499355954334524,-0.157227904136781
0.517564302360496,0.293232854234393,0.648078686338249,1.8211767015921,0.139702223753213,1.19513409689123,2.05995645620498,0.694974554707373,0.299942914090545,0.169634412139663,0.0941434903699134,0.161528197204852,0.175822159707684
0.352748737643105,-0.210570965445145,0.198761879127929,4.22536720197983,-0.787356431670072,0.548330404217934,-0.111585165736783,0.334823191244071,0.419628990092891,0.0472119302495022,4.17760708547243,0.20684335997756,0.225878330942275
0.0255127351069362,0.0774228807383981,0.043392912490936,-0.0930256462969514,0.15795049600309,-0.29947097345544,-1.91220922591668,-0.253427568512021,-0.0345827969797652,0.136439643410369,0.259564383252475,0.244900815169857,0.612151667428051
0.0935228351589323,-0.485414802117634,-0.530816259087896,1.25367176126221,-0.019231878762227,1.15005668470447,0.165806927044954,-0.190948112612044,-0.189310218907957,-0.0307339261566231,0.16509079993996,0.254772624158028,0.42529361908219
0.100513894984222,0.0213404874777279,0.523266679125411,-0.353611819576682,-0.0904072171889259,1.14622450748165,1.51320079589345,-0.241908707132354,-0.0250324941029167,0.00512389580047401,0.138597542703023,0.140987258929193,0.0241134538001342
-0.642077275555797,-0.0396238779584723,2.50356323975955,-7.33493091316983,-0.0770119368502131,-4.05200086820432,-1.26169455791277,0.358195707991249,-0.351505696318333,-0.148585364853937,0.28055212658511,0.429318825717417,0.0964305624614026
0.347311185128252,-0.0716561723407172,0.737561211534965,0.739501716700408,0.142581888246629,1.2227646148351,2.02849230974544,0.164245104232474,-0.358544175348408,0.0451550666037415,0,0.334025614399436,1.05369319464723
0.286532951289398,-0.201391431709985,0.250055012102668,1.58885344752251,0.15007503751876,1.83139842619711,0.469245610019287,-0.110368314833498,0.00290971164758069,-0.160022977658336,0.0223813786929261,0.25011643351216,0.168322583528213
0.526166902404523,0.310340610285564,0.698407630602227,-0.225810093711198,1.52347652347653,-1.30293159609121,0.535403342609309,1.55317738422198,-0.0814695556029643,0.323641220589743,0,0.383702123266461,0.599292151206021
0.530447996398009,1.47832050598187,0.420101458465449,1.24422746353265,-0.0624467783139404,0.965522084123305,0.132733335491597,0.219155087195766,-0.103861311176257,0.034820011265313,0.0410233460132803,0.623917999348644,0.410944729412122
-0.148357569735047,-0.381467297439353,-0.193385428999915,-0.274102381231167,-0.107930015905466,-0.554067995038887,0.939217588102181,-0.133376758324411,-0.150609726473305,-0.102376150451999,0.0260950605778243,0.21463248445619,0.295905898979787
-0.548056571772992,-0.266843557311069,0.336114516192798,-6.41881614550812,0.00947777461850485,-1.16443066450644,-0.278663057926687,-0.0792011554050953,-0.384390813546132,-0.0625134506399894,0.0447227191413324,0.392650133433037,0.121829497416615
0.403089412560598,1.13371829367839,0.0630566721841364,1.92307692307694,0.130780894617133,0.476448805339991,-0.0562095491994263,0.0326380902054613,-0.991549846138817,-0.00205090342295655,0.0484279541052013,0.401273238291977,0.445675917374033
0.435161009573548,-0.437940930288161,0.047262701851114,5.07005528324267,0.189289973310114,0.721847930702602,-0.075523846252723,-0.161583518481112,-0.160828811050806,0.0256368185733491,5.04523960233831,0.204050658527133,0.115303218273355
-0.0195672835019756,0.12610529792374,0.133847728525316,-0.767399628282472,0.249390693192764,-0.610630091011855,0.369864115140306,-0.278560201683808,0.0751084625495446,0.172235265170539,0.0673472281298881,0.267586671154496,0.355716243403204
