SPIRITS,WINE,BEER,TOBACCO,GARMENTS,OTHER CLOTHING & CLOTHING ACCESSORIES,"CLEANING, REPAIR AND HIRE OF CLOTHING",FOOTWEAR INCLUDING REPAIRS,ACTUAL RENTALS FOR HOUSING,MATERIALS FOR MAINTENANCE AND REPAIR,SERVICES FOR MAINTENANCE AND REPAIR,SEWERAGE COLLECTION,FURNITURE & FURNISHINGS,CARPETS & OTHER FLOOR COVERINGS,HOUSEHOLD TEXTILES,MAJOR APPLIANCES AND SMALL ELECTRIC GOODS,REPAIR OF HOUSEHOLD APPLIANCES,"GLASSWARE, TABLEWARE & HOUSEHOLD UTENSILS",TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,NON-DURABLE HOUSEHOLD GOODS,DOMESTIC SERVICES AND HOUSEHOLD SERVICES,PHARMACEUTICAL PRODUCTS,OTHER MEDICAL & THERAPEUTIC EQUIPMENT,MEDICAL SERVICES AND PARAMEDICAL SERVICES,DENTAL SERVICES,HOSPITAL SERVICES,MOTOR CYCLES AND BICYCLES,NEW CARS,SECOND-HAND CARS,SPARE PARTS & ACCESSORIES,MAINTENANCE & REPAIRS,OTHER SERVICES IN RESPECT OF PERSONAL TRANSPORT EQ,PASSENGER TRANSPORT BY RAILWAY,PASSENGER TRANSPORT BY ROAD,PASSENGER TRANSPORT BY AIR,PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY,POSTAL SERVICES,TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES,RECEPTION AND REPRODUCTION OF SOUND AND PICTURES,PHOTOGRAPHIC AND CINE. EQU. & OPTICAL INSTRUMENTS,DATA PROCESSING EQUIPMENT,RECORDING MEDIA,REPAIR OF AUDIO-VISUAL & RELATED PRODUCTS,MAJOR DURABLES FOR IN/OUTDOOR RECREATION,GAMES TOYS AND HOBBIES,EQUIPMENT FOR SPORT & OPEN-AIR RECREATION,GARDEN PLANTS AND FLOWERS,"PETS, RELATED PRODUCTS AND SERVICES",RECREATIONAL AND SPORTING SERVICES,CULTURAL SERVICES,BOOKS,NEWSPAPERS AND PERIODICALS,"MISC. PRINTED MATTER, STATIONERY, DRAWING MATERIALS",PACKAGE HOLIDAY,EDUCATION,RESTAURANTS & CAFES,CANTEENS,ACCOMMODATION SERVICES,HAIRDRESSING & PERSONAL GROOMING ESTABLISHMENTS,APPLIANCES & PRODUCTS FOR PERSONAL CARE,JEWELLERY CLOCKS AND WATCHES,OTHER PERSONAL EFFECTS,SOCIAL PROTECTION,HOUSE CONTENTS INSURANCE,HEALTH INSURANCE,TRANSPORT INSURANCE,OTHER FINANCIAL SERVICES (NEC),OTHER SERVICES (NEC)
-1.8356278681685323,1.547991619894984,-3.8813023023439808,4.731797272377247,-6.717959464718737,-1.5227209144318743,4.503921044109993,-3.6585173002719906,3.10878005585451,0.6383275261323984,4.583137608389309,5.464176191803727,0.22283846687136677,1.511341443177927,-1.6459311613496674,-3.7853967988981885,4.781059648316277,-3.315053715107663,-3.15450866452216,-3.656117630497935,4.838823946156556,-0.49562350801408694,-0.7630109258925599,5.571325350949619,4.035984520302671,4.912685397105743,-1.1215581733251656,2.4752179267957253,-7.471506964964114,2.102354044317223,7.245158478111957,3.344693013796518,5.306164138705882,5.10402679500912,-1.4156285390713563,-1.4612909331819024,2.6471712538226333,-2.7259423834905427,-9.336163887768745,-15.523868288115194,-18.796509203322454,-3.624051759241098,5.828669256601038,1.8945370120957872,-1.506953305444736,-6.097221448855739,-1.355939581247545,1.7661623896148448,4.566217188624333,3.278144696764085,0.7870866182371872,1.0416328649771378,0.2612129690382048,3.3712342596036393,4.96339986307861,2.5913393583758104,3.0987239758226925,4.852503122898044,4.6225129463069115,-0.7388130472178789,-1.5610569904966232,-0.7483248458858283,6.001824932351663,-2.7384969474731236,2.5731524568183506,-0.35153370754663626,3.325267888005534,8.711274115156398
-0.4960058476478846,1.5311264439103578,-3.4188301532686816,5.184149750820466,-6.653809788236709,-1.5251876421721322,4.715431171274909,-3.4405083700858374,3.1100217864923785,0.9951364458211431,4.7982040029425965,5.464176191803727,-1.501216545012174,0.3247902133252545,-2.902054485249861,-1.6303723432033124,4.9018482378601735,-4.682689112858574,-2.063982132299802,-3.6855257256359186,4.515026550672219,-0.1374082513655006,0.20196436923340944,5.978982657468879,4.044181345654052,4.877785182916949,-2.8303468761977757,2.511951740006446,-7.234803509889664,1.772416764108553,7.0864063349118656,3.3868264131241332,4.287135222617455,4.973675873825223,1.9828858070227273,7.3532398943733535,2.6471712538226333,-3.1701236008699785,-9.56814812087703,-15.261764814220392,-19.23496159598469,-5.680936782258361,5.7080117289713295,1.7979803157678997,-3.5285706160983477,-6.028483798333961,0.4570303958014499,2.1114428431991517,4.419673566381088,3.363532386226842,3.1008149249141637,0.7149921367077816,-2.0115013757033506,3.2896570950655235,4.96339986307861,2.7333390367011656,3.2386706948640542,5.021310419493208,4.982172504831106,-1.4165729201935373,-1.4223340486938518,-0.9840267773917444,6.0002515169616855,-3.227096296007337,2.5731524568183506,-2.779613648809409,3.4555098163394637,8.75216121147082
-0.9594298245613975,-1.2669103032634466,-4.155061317813347,5.147624640557291,-5.776265482870258,-0.1504181624917167,4.731764013947437,-4.047249282319165,3.098959751647512,0.7107617693786983,5.17765340491807,5.464176191803727,2.8510002985965954,0.9344606191596272,-2.3274733495418087,-3.4829315373156366,5.014529040853621,-4.397118975635783,-2.5480718713880357,-4.4308486179941875,4.696463557303332,-0.04466075007156789,-0.023289788486380303,5.2354271615091985,4.059471619750821,4.9089469517022755,-1.7499970075290583,2.337298145133504,-6.705503222607834,1.2745194434885088,6.728505946481689,3.173318333356212,4.592580044045391,5.23646621053897,12.712739590218103,4.5077321674358295,2.6471712538226333,-3.391214010092014,-9.935240205798978,-16.092431904404116,-19.061633278900015,-5.137860752684087,6.125176914609209,1.7798108710694205,-3.750221549071109,-4.4445276519264665,-0.242813588850177,1.584384127662597,4.385800443736132,3.484571325756436,1.8114450391107484,0.400103252452233,-2.0150978656437446,3.6113030995799766,4.96339986307861,2.525918677048322,2.9446391780162173,4.654814572068378,5.1691665650447804,-0.5041463012795955,-1.377451052608325,0.2160124524825724,5.83296717092463,-2.8779574401685215,2.5731524568183506,-3.363550519357894,3.423113431419078,8.59112656384653
-1.6902541218591471,-0.6879387364390421,-4.211654080592487,4.910900530424933,-5.810660158486247,-0.723390282490366,4.808432604952628,-4.860713865924849,3.7898676575521373,0.5690376569037703,4.920878512666982,9.228786677240297,-0.6117312717507928,0.36956114613897473,-2.8396952337738535,-2.3682770810537934,4.684800146471524,-5.47568781207064,-1.6858095590959632,-2.6371239836084692,4.321411073003434,-0.16123171950221948,-0.1154074199559485,5.333213649128643,4.0457850406738105,5.200591705430502,-1.6532586314226938,2.022594320630944,-6.49462996224478,1.6433600866610831,6.817866448758103,3.168536555295276,3.60835900424612,5.266771136482373,-0.42192436760406515,-6.188802410243532,4.232545123828202,-3.86709375958052,-11.341678654138487,-14.259632234232733,-19.908251810092302,-1.8633968506831855,6.485893703408752,1.2342842555363998,-3.1858979542330412,-3.816082869965298,-2.2603077260033855,3.196934602956736,4.330745341614883,2.6251490735623495,-0.19595788826558547,1.1264885741873343,-1.0885890545287435,3.7415506958250466,4.96339986307861,2.846286408452703,3.6370448675917766,5.814697355347165,5.083216632554133,-1.2882820334799039,-1.186086802007913,0.7308906938180426,6.036261331666148,-3.523172117691642,2.7644911266863303,-2.293928735280615,6.47547365689074,8.900608879868432
-0.11817107535679883,0.3678997886803925,-5.789322440936806,4.890980579053972,-5.963337186782169,-0.4373498799039255,5.296207205191306,-5.489694563656766,3.8033095654513627,1.322383073496658,5.007325044138078,9.228786677240297,-0.42420342699172053,0.6772898554294082,-3.805798605961741,-2.937838860168951,4.728372517690027,-5.019726723580686,-2.3179070197206886,-0.5416402109546192,4.218109863158781,-0.5987545904518665,-0.130244181367678,5.6107344705173645,6.434470377019763,5.35182295361043,-2.3120076390546695,1.7321533923303933,-6.52646415192315,1.468504761552758,6.651038793895925,2.986010744184786,3.3624803924840574,5.188272064295285,11.30251166925984,-13.409331837944972,4.232545123828202,-4.208910995872572,-10.39056414057702,-14.842279065498676,-21.26171132668896,-0.05806976113971185,6.406124093473009,1.2733014159111766,-3.8076054247571878,-4.346679227508243,-0.8174265541127435,3.4263450409671714,4.31505471204594,2.842884786056188,0.28977221045520807,1.3730307847954926,-0.3224853527645122,3.2880884592465076,4.96339986307861,2.973673826033041,3.2163393224705406,5.474883058775681,4.94570317736962,-0.597768331562154,-2.7285655033477463,0.3528581510233053,5.641200440016725,-3.5297317248479954,2.7644911266863303,-0.8206081015696087,7.563947633434043,8.197971031490049
0.2914571544854416,1.0805638833960574,-4.238589016634831,4.307060658099915,-5.175204614367468,0.687723130758422,5.247284202295521,-5.4451438495571765,3.612192829327232,0.9214537254847333,5.131376738258564,9.228786677240297,0.41426299171474223,0.476284731672294,-3.5587886484820808,-3.016518530940804,4.5526582826912465,-4.285489384670738,-2.2392099391346787,0.5404132263847172,4.339601646823188,-0.8029471811307531,0.15525473473771978,6.162257450532049,6.331164177393012,4.900216652281886,-1.8619241871227765,1.654333788942841,-6.136796770659814,1.6677333595903843,6.96986785752387,3.5852133731992364,3.3731471678136504,5.3970564210714,9.342279899719808,-17.537145429986488,4.232545123828202,-3.5046853228671404,-11.415703399263643,-17.161733768064614,-24.754430170597708,-3.578447366623916,5.529918375216902,1.2935424730087686,-3.2028469750889577,-4.309451592848667,-1.627278791789244,3.1969072312015845,4.084687437310008,2.6192241166295815,0.7469103322595982,1.4933992075840896,-0.5256807997242263,2.301679212507235,4.96339986307861,2.8999774977497728,2.9341182397942145,5.31824381811552,4.703997864246134,-0.5924738008530883,-1.4532041596302503,-0.4280126927902028,5.7458154804105765,-2.761427433611119,2.7644911266863303,-1.2592363340941715,8.63511164865991,8.122530508696979
0.026242930810504994,2.7631528380922976,-2.9754779937503306,3.3709403046360054,-5.450502322995677,2.378598853361358,4.777246972558591,-4.252946539037572,3.907159779946179,1.7653646927061395,5.284254291511581,9.228786677240297,4.442330029903863,1.0276560374792298,-5.012364924030299,-2.4192276555255354,2.912110075295793,-4.595883188924022,-1.9015289141129488,0.230048244403247,4.266762777415822,-0.46240404546593616,0.1564145944393136,9.27507708456341,4.211617675904389,6.569944914213521,-2.3361979570187374,1.6678812383930097,-5.868589183563399,1.588609229180249,6.369417108251341,6.349679939242714,3.0237438244576254,5.917721988805913,7.930722891566244,-9.777639235245228,4.232545123828202,-3.0933833274073175,-12.476125889224132,-20.20610419466744,-22.491591838477888,-3.428331295843512,5.926790478144883,0.8806720985338856,-4.067072168337981,-4.913986324818653,-2.1011793573773363,2.961233467632862,3.9618116409925186,3.1727209625173503,3.693775731380433,0.5800352507610906,-0.7166557708675136,1.3711008093030719,4.96339986307861,3.025576166385613,2.9533012552855897,6.2232192029228806,4.532155965742857,-0.5138941758660143,-1.648532805802827,-0.9848982271831952,5.700021440166614,-1.4200847548861417,4.921136878269694,0.24146720070523653,10.789883347148365,8.276578552464509
-1.7708672174874818,1.96799775958858,-2.8199337231145982,3.2621647490867822,-5.06851886615356,3.376277672063299,4.754851748290467,-3.9464731231571792,3.948441615745635,-0.9125082097790727,5.3058234950901895,9.228786677240297,2.457884221690554,0.4873427976717304,-4.689976602007706,-1.9010294194492405,2.9647122024375694,-3.3282783941256278,-2.7022375215146277,0.9630373325583363,4.292775875400423,-0.272482670558194,0.9610758918549012,9.237905550605374,4.408349422199853,6.5880951963994905,-3.495152535141155,1.5583927900863825,-5.99920082376626,2.187799425103787,6.747216942709744,6.394554140558384,3.551169348150607,5.647619329446929,9.210281110681052,-4.024318493822321,4.232545123828202,-2.6622690724094067,-13.944489344655187,-19.898281587965272,-22.800439311516485,-6.8299222856796575,5.8916587992140945,1.0074513381995054,-2.8244167949868726,-7.583528169545206,-1.1806598787069467,2.505834139677865,4.432733083399909,1.8026579125451692,2.1572479679494716,0.5840821566110321,-0.3836667580158992,0.8929270776219855,4.96339986307861,3.057473199753047,4.406546263439437,5.894053880864014,4.5287978969170695,-0.7511737089201831,-0.42276374354318635,-1.2627724168411736,5.968234575442888,-1.2683395036336198,4.921136878269694,-2.8853309925004345,11.037921319848397,8.031166147709158
-1.3940858538613599,0.6264852019874922,-3.797375712269324,3.222595252966909,-5.949625388316992,1.1470564580987608,5.1040011056595835,-4.410209938075815,3.9140537364456884,-1.1660545462162442,5.2638096063596596,9.228786677240297,1.0154238552419592,0.6738005350401366,-4.731855361042225,-2.116518249090682,2.9469965454403058,-3.19751922487137,-2.4416711882799813,2.13534953559138,4.2013688463758525,-1.0003755676192494,0.4018626012630033,7.26945569050832,4.3384129733353705,6.30935754189943,-3.5860255180012124,1.4820455743658867,-4.913582551609341,2.2366875489428395,6.390379944222868,5.867901731776093,3.2913072329130655,6.0828077224183374,8.732932823593664,-8.521232619316043,4.332820297560769,-1.6946381865736826,-14.080920957902986,-21.155115015235737,-21.91397097622465,-6.28737935359529,5.862765781680923,0.9781685947062302,-0.9821057012068257,-7.439523632303691,-1.4288589253370843,3.252921381817142,4.905563755761055,3.029995946493713,1.3059018174010673,1.1005662333519295,0.5034636786917623,0.012993594158094979,4.685249948570269,3.2542801010384315,3.6528958292152414,6.650796606112186,4.469835224417484,-0.9955925453609904,-0.23490581466228955,0.6193215756546744,6.101473293700876,-0.9280674245394027,4.921136878269694,-2.7579748093499723,10.919929960223085,7.857999314833863
-1.3046755204407678,0.4209725480251114,-3.506750256372293,4.062201237000762,-5.684963363399986,-0.9622737067895404,5.0434519136746125,-5.297463197778818,3.382200621464415,-1.5141868512110634,5.017494322018301,9.228786677240297,0.9087254698938896,1.4716519917188364,-5.212109708645729,-2.433504899638983,3.1776138886719485,-2.6455571582297277,-2.6448362720403074,2.1042576057104245,4.209040322359581,-0.1890143924212051,0.4072431869171833,3.835405462471897,4.627005291596276,6.238682267725304,-3.708533896094657,1.5980317497510388,-3.73088443953965,1.9904565480040493,6.625398107029112,6.009670117729016,4.327710038416566,6.676107030120648,13.94325801325531,-7.592125695012597,4.13602085466902,-2.09931764014496,-16.65206609818647,-21.84903326686737,-18.564695388297825,-3.9164510963291432,5.601505183538968,0.986375607779566,-2.1984156302589986,-6.435935061172227,-1.9103851672000793,3.400258607215423,4.807807988450441,4.275478871179983,0.5269859680530509,1.8443048696680675,0.4189926613560768,-0.6783383939530818,4.733712966911674,3.3487799073205426,3.3285663679659905,6.334883475136088,4.524594487669775,-1.480325073628741,-0.22045132941090895,-0.3470683798552532,6.220276860630669,-1.2916503332026763,5.079464007478962,-1.814407626662562,8.221660593236946,7.129543336439892
