"date","CPI","01FB","02AT","03CF","04HW","05FH","06HL","07TR","08CM","09RC","10ED","11RH","12MS"
2018-11-01,355967,28120,12476,20675,89220,18303,6356,42943,8073,37484,7556,34539,48028
2018-12-01,348877,27597,11989.6666666667,18678,89483.6666666667,17638,6229.33333333333,44053.6666666667,7637.66666666667,36129,7592,32928,46292.6666666667
2019-01-01,341787,27074,11503.3333333333,16681,89747.3333333333,16973,6102.66666666667,45164.3333333333,7202.33333333333,34774,7628,31317,44557.3333333333
2019-02-01,334697,26551,11017,14684,90011,16308,5976,46275,6767,33419,7664,29706,42822
2019-03-01,338635.666666667,26724.6666666667,11143.6666666667,15455.6666666667,88852.6666666667,16574,5974.66666666667,47177,6752.66666666667,34281.6666666667,7701,31540,42851.6666666667
2019-04-01,342574.333333333,26898.3333333333,11270.3333333333,16227.3333333333,87694.3333333333,16840,5973.33333333333,48079,6738.33333333333,35144.3333333333,7738,33374,42881.3333333333
2019-05-01,346513,27072,11397,16999,86536,17106,5972,48981,6724,36007,7775,35208,42911
2019-06-01,349277,27071.6666666667,11458.6666666667,17135,85934,16983.3333333333,5934.66666666667,50385,6764.33333333333,35988.6666666667,7815.33333333333,36096,42771.6666666667
2019-07-01,352041,27071.3333333333,11520.3333333333,17271,85332,16860.6666666667,5897.33333333333,51789,6804.66666666667,35970.3333333333,7855.66666666667,36984,42632.3333333333
2019-08-01,354805,27071,11582,17407,84730,16738,5860,53193,6845,35952,7896,37872,42493
2019-09-01,356017.333333333,27763.6666666667,11907.3333333333,18489,86555,17411.6666666667,5920.66666666667,50246.6666666667,7107,36794,7937,36835.3333333333,43980
2019-10-01,357229.666666667,28456.3333333333,12232.6666666667,19571,88380,18085.3333333333,5981.33333333333,47300.3333333333,7369,37636,7978,35798.6666666667,45467
2019-11-01,358442,29149,12558,20653,90205,18759,6042,44354,7631,38478,8019,34762,46954
2019-12-01,349128.666666667,29199.3333333333,12152.3333333333,18138.6666666667,90733.3333333333,18048.6666666667,5981.33333333333,43977.6666666667,7240.66666666667,37116,8078,32047.3333333333,44712.6666666667
2020-01-01,339815.333333333,29249.6666666667,11746.6666666667,15624.3333333333,91261.6666666667,17338.3333333333,5920.66666666667,43601.3333333333,6850.33333333333,35754,8137,29332.6666666667,42471.3333333333
2020-02-01,330502,29300,11341,13110,91790,16628,5860,43225,6460,34392,8196,26618,40230
2020-03-01,309654,29639.6666666667,12118,12813.6666666667,90379.6666666667,16580.6666666667,5356.33333333333,35189.3333333333,6384.66666666667,32477,8173,19777.6666666667,38475
2020-04-01,288806,29979.3333333333,12895,12517.3333333333,88969.3333333333,16533.3333333333,4852.66666666667,27153.6666666667,6309.33333333333,30562,8150,12937.3333333333,36720
2020-05-01,267958,30319,13672,12221,87559,16486,4349,19118,6234,28647,8127,6097,34965
2020-06-01,287027,29953,13620.3333333333,13328.3333333333,87119,17467.3333333333,4704.66666666667,26157.3333333333,6370.66666666667,29879.6666666667,8168.66666666667,12839.3333333333,36581.6666666667
2020-07-01,306096,29587,13568.6666666667,14435.6666666667,86679,18448.6666666667,5060.33333333333,33196.6666666667,6507.33333333333,31112.3333333333,8210.33333333333,19581.6666666667,38198.3333333333
2020-08-01,325165,29221,13517,15543,86239,19430,5416,40236,6644,32345,8252,26324,39815
2020-09-01,328060,29807,13930.3333333333,16805.3333333333,88004,20271.3333333333,5760,37340.6666666667,6857.66666666667,33831.3333333333,8313,24433,41040.6666666667
2020-10-01,330955,30393,14343.6666666667,18067.6666666667,89769,21112.6666666667,6104,34445.3333333333,7071.33333333333,35317.6666666667,8374,22542,42266.3333333333
2020-11-01,333850,30979,14757,19330,91534,21954,6448,31550,7285,36804,8435,20651,43492
2020-12-01,324088.666666667,30864.3333333333,14054,17089.3333333333,92208.6666666667,20587,6129,31256.6666666667,6957.33333333333,35242,8494.66666666667,18745.3333333333,41695.6666666667
2021-01-01,314327.333333333,30749.6666666667,13351,14848.6666666667,92883.3333333333,19220,5810,30963.3333333333,6629.66666666667,33680,8554.33333333333,16839.6666666667,39899.3333333333
2021-02-01,304566,30635,12648,12608,93558,17853,5491,30670,6302,32118,8614,14934,38103
2021-03-01,315288.333333333,30312,12911,14104.3333333333,92473.6666666667,18794.3333333333,5622.33333333333,32936.3333333333,6368.33333333333,33204.3333333333,8674.66666666667,19095,39736.6666666667
2021-04-01,326010.666666667,29989,13174,15600.6666666667,91389.3333333333,19735.6666666667,5753.66666666667,35202.6666666667,6434.66666666667,34290.6666666667,8735.33333333333,23256,41370.3333333333
2021-05-01,336733,29666,13437,17097,90305,20677,5885,37469,6501,35377,8796,27417,43004
2021-06-01,342939.333333333,29312.3333333333,13291.6666666667,16835.6666666667,89699.6666666667,20385,5945.33333333333,40424.3333333333,6533,35829,8841.66666666667,31569,43154
2021-07-01,349145.666666667,28958.6666666667,13146.3333333333,16574.3333333333,89094.3333333333,20093,6005.66666666667,43379.6666666667,6565,36281,8887.33333333333,35721,43304
2021-08-01,355352,28605,13001,16313,88489,19801,6066,46335,6597,36733,8933,39873,43454
2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
