"","term","estimate","std.error","statistic","p.value"
"320","lag1",-0.275547035866483,0.0551287371614102,-4.99824683195111,0.000000983494643692864
"321","lag2",-0.158457749408133,0.0566353324521003,-2.79786032053664,0.00547588885088442
"322","lag3",-0.131798065914926,0.0545628269650128,-2.4155285428931,0.0163078823032671
"323","lag12",0.305280977186509,0.0548195298227848,5.56883610956517,0.0000000568573408653002
"324","CPI_lag7",-1.17879869607947,0.548542826725031,-2.14896383408614,0.0324345318422398
"325","CPI_lag9",1.1175191744731,0.541425972280269,2.06402949191107,0.0398716602998001
"326","(Intercept)",0.242820056598275,0.133724368214791,1.81582504251022,0.0708302106488703
"327","lag9",0.140899439466335,0.0596025845987302,2.36398203894897,0.0189963220287261
"328","lag12",0.134225586776274,0.0630988574773674,2.12722689669015,0.0345733120455489
"329","(Intercept)",-0.844036419165869,0.305277798764315,-2.76481428581544,0.0060470041289664
"330","lag1",-0.41111856291949,0.0539787310180101,-7.61630655567505,0.000000000000340425844008949
"331","lag2",-0.117463605077276,0.0587822062788702,-1.99828506810401,0.0465850865733192
"332","lag3",-0.143292239687416,0.0543155838648844,-2.63814230633828,0.00876962160959135
"333","lag7",-0.181689358916984,0.0561345823687021,-3.23667427903205,0.0013441914090215
"334","lag12",0.210349055350845,0.0564440289367111,3.72668392588883,0.000231692110501982
"335","CPI_lag11",0.758910360847113,0.349484632611929,2.17151282210973,0.0306732532224301
"336","(Intercept)",-0.649186762475881,0.260901625188553,-2.48824345960557,0.0134477505720337
"337","lag1",-0.139877032325385,0.0580606358392295,-2.40915433156306,0.0166668754396176
"338","CPI_lag2",0.865867757146714,0.261346297595349,3.3131051218769,0.00105015818613199
"339","(Intercept)",1.03094937608218,0.261290620480832,3.94560422484745,0.0000989764175179437
"340","lag1",-0.23470819498241,0.0553428504639303,-4.24098493328205,0.00002959448692505
"341","lag2",-0.168724129355945,0.0551914075514922,-3.05707241110909,0.0024343104819295
"342","lag11",-0.128873564521343,0.0528960925726931,-2.43635320216209,0.0154120194050345
"343","CPI_lag7",0.736399110739442,0.318130091065089,2.3147735200842,0.0212935339178506
"344","(Intercept)",0.378001099208936,0.103486520670877,3.65266023785948,0.000305709620665376
"345","lag1",-0.191813973443866,0.0535105159574455,-3.58460332538014,0.00039330882674954
"346","lag4",-0.142112399320775,0.0530156279331897,-2.68057561253193,0.0077518585289114
"347","lag12",0.125924013373448,0.0534182267499257,2.35732297822153,0.0190429874840442
"348","CPI_lag4",0.407227943273607,0.13002761775419,3.13185729545125,0.001906711634998
"349","(Intercept)",0.185975191160754,0.102267903819892,1.8185098570934,0.0699766825244747
"350","lag4",-0.0965947650719884,0.042208731700931,-2.28850195633473,0.0227987968355162
"351","lag12",0.62607334756883,0.0413081141630935,15.1561832403425,0.00000000000000000000000000000000000000557351254263203
"352","CPI_lag9",0.320456027939233,0.10178913145436,3.14823423051723,0.00180681761761497
"353","CPI_lag10",-0.244796784393161,0.100873983531866,-2.42675837537268,0.0158193974721538
"354","CPI_lag12",-0.295078619643142,0.0981702943536727,-3.00578318101073,0.00287124047629787
"355","(Intercept)",0.0672920441777888,0.149848000304967,0.449068683204566,0.653703128915037
"356","lag1",-0.208602488596297,0.0541155115244179,-3.85476331499097,0.000141466327788795
"357","lag12",0.144603580800653,0.0543061715620358,2.66274673101321,0.00816463070110716
"358","CPI_lag2",-0.408458021655962,0.167231451565943,-2.44247130447767,0.0151583205564468
"359","CPI_lag9",0.335778288021332,0.165997294365165,2.0227937407382,0.0439724335884592
"360","(Intercept)",2.72366953293725,0.5433194620772,5.01301669283889,0.000000916291988773746
"361","lag1",-0.293195432920259,0.0540957273791539,-5.41993697330787,0.000000122383159895277
"362","lag2",-0.129504081312182,0.0563617764167709,-2.29772887842561,0.0222629570378613
"363","lag3",-0.218061609111546,0.0560211264465806,-3.89248883310978,0.000122226093417455
"364","lag4",-0.130498240051137,0.0548595364684465,-2.37877037342807,0.0179940560882307
"365","lag12",0.254068786635169,0.0526835559536974,4.82254437909365,0.00000225415030725567
"366","CPI_lag10",-1.54475882484264,0.549669040739896,-2.81034351646088,0.00527320530622077
"367","(Intercept)",0.59876839925089,0.18176986711477,3.29410154034401,0.00110361534346429
"368","lag10",-0.126828925752856,0.0564663555355481,-2.24609724764354,0.0254133300001741
"369","CPI_lag2",-0.428475782438755,0.214176860209197,-2.00056991226896,0.0463248688145581
"370","(Intercept)",0.160704327044892,0.133357476625584,1.20506424619961,0.229112663591886
"371","lag8",0.154618481127887,0.0529021646569021,2.92272503650216,0.0037293362370318
"372","lag12",0.177221783722206,0.0537172492235385,3.29915969793459,0.00108459832855958
"373","(Intercept)",0.0614191839035371,0.0665575463705696,0.922798198743328,0.356879492056206
"374","lag1",0.430656112426123,0.0565008992669973,7.62211076307016,0.000000000000357482471288242
"375","lag2",0.244907486492123,0.0569075340853276,4.30360391516714,0.0000230043158469367
"376","lag9",0.109522846840485,0.0521088533068119,2.10180880772074,0.036432441045096
"377","lag12",-0.1044423343813,0.0515865041968118,-2.02460577640295,0.0438240993074533
"378","(Intercept)",-0.0370948793925966,0.247016274965707,-0.150171803043125,0.880728331736041
"379","lag12",0.469527581292112,0.0491712166712245,9.54882984554833,0.000000000000000000447617048638003
"380","CPI_lag3",0.637825811590893,0.315775106286445,2.01987363440964,0.0442705908055903
"381","(Intercept)",0.222335648319822,0.0370936660061018,5.99389794158519,0.00000000583214666754975
"382","lag12",0.203417950850942,0.0467836473700935,4.34805668830723,0.0000187990332937215
"383","CPI_lag2",0.0746454066907435,0.035732023077191,2.08903387668504,0.0375415771493287
"384","CPI_lag4",0.108170721129092,0.0353403698532009,3.06082594999481,0.00240558484655005
"385","CPI_lag6",0.0771748452267497,0.0355666760742027,2.16986386542672,0.0307965969825981
"386","CPI_lag11",-0.0780855005512178,0.0351434805952235,-2.22190571988566,0.0270305668824556
"387","(Intercept)",0.430679880439038,0.0714377959398993,6.02873975565216,0.00000000476674119819821
"388","lag2",-0.110220034234766,0.05445338692033,-2.02411714804861,0.0438295101987118
"389","lag12",0.135518378551749,0.0530192449321342,2.55602241648699,0.0110722049400731
"390","(Intercept)",0.783950810428365,0.18986190142752,4.12905803920667,0.0000490635200778316
"391","lag1",-0.211611578415508,0.0597159760766959,-3.54363425532433,0.000467449222141412
"392","lag6",-0.189258979865081,0.0636623628072665,-2.97285509867188,0.00322615208937758
"393","CPI_lag6",-0.558329089755095,0.212775274006814,-2.62403182118433,0.00920143418744034
"394","(Intercept)",0.294405012654376,0.0580643089431052,5.07032664321987,0.000000692746661267281
"395","lag6",0.20207860383485,0.0532915848667927,3.79194209254546,0.000180395914377057
"396","lag7",0.105016548127285,0.0521208935104534,2.01486469348847,0.0448018705531449
"397","lag12",0.145811500755761,0.0530023368819851,2.75103909249179,0.00629819470093328
"398","CPI_lag1",0.112130165086455,0.0473588689933975,2.3676698255207,0.0185283765478889
"399","(Intercept)",0.427330357160302,0.139265635348929,3.06845515829967,0.00234486642556994
"400","lag1",-0.191779409105703,0.0545471091811158,-3.51584918036494,0.00050489704340714
"401","lag12",0.169551946237784,0.0548113897805472,3.09337068292982,0.00216216334014783
"402","(Intercept)",0.575156944875422,0.177438126267148,3.24145073539311,0.00132171383600294
"403","lag6",0.168364767573505,0.0547606798667206,3.0745558306303,0.00230015092865823
"404","lag12",0.213153368114817,0.0537799333450454,3.9634368221926,0.000092201962118518
"405","CPI_lag1",0.386306239329163,0.16437965934534,2.35008541122224,0.0194103799218646
"406","CPI_lag6",0.51010615075958,0.164790344253318,3.0954856795216,0.00214850783603655
"407","(Intercept)",0.860620807819138,0.319462671753552,2.69396359548092,0.00745834302570048
"408","lag1",-0.250430058880722,0.0527399850882401,-4.74839077905926,0.00000318105407959035
"409","lag2",-0.167984608380778,0.0546401936280166,-3.07437798490239,0.00230344754437125
"410","lag4",-0.123467020267066,0.0526195469519689,-2.34640979291911,0.0196058086893211
"411","lag6",0.128841641095768,0.0544366101967773,2.36681969413657,0.0185765137222997
"412","lag12",0.154712025015359,0.0534441322163578,2.89483650682247,0.00407197231142789
"413","CPI_lag1",0.706656023903198,0.254283046583715,2.77901351819203,0.00579646458566136
"414","CPI_lag12",-0.499124078684197,0.247391938385894,-2.01754382919964,0.044528970232207
"415","(Intercept)",0.296120567728571,0.0748823709922043,3.9544763848276,0.000105611399060722
"416","lag8",0.124173211182408,0.0590067601178219,2.10438958069322,0.0365631035140775
"417","lag12",0.361445700982297,0.0588885216668729,6.13779546083637,0.00000000426022993361316
"418","CPI_lag3",-0.124594394232192,0.0498281667818506,-2.5004811992717,0.0131859602313628
"419","CPI_lag6",-0.12781162312598,0.0504989808555129,-2.53097430800977,0.0121252845837792
"420","CPI_lag7",0.115850786571781,0.0497837283246483,2.32708136715471,0.0209370483616898
"421","CPI_lag12",-0.0997896144010634,0.0487949547311408,-2.0450805816073,0.0421245306474242
"422","(Intercept)",0.165706901538446,0.311611642463356,0.531773781712704,0.595269787296283
"423","lag12",0.15585988977117,0.0502123053800581,3.10401780184086,0.00208816501311185
"424","CPI_lag4",-1.32952637779462,0.398407583804244,-3.33710107899923,0.00095137080895364
"425","(Intercept)",0.229838820096913,0.236609004074886,0.971386617324883,0.332478642566647
"426","lag3",-0.201283416868428,0.0566954123625081,-3.55025933282627,0.000475393676200226
"427","lag12",0.422149479119923,0.05665626630276,7.45106422763615,0.00000000000240756451776652
"428","(Intercept)",0.309219322796238,0.354681233005778,0.871823186627978,0.383997407134717
"429","lag3",0.227791180428998,0.0537377659465221,4.23894027629819,0.0000298770852921562
"430","lag4",0.119445497766607,0.0512418952393368,2.33101248907187,0.0204107065388484
"431","lag6",0.16571957893441,0.0554332519151679,2.9895337763698,0.00302374349941096
"432","lag12",0.146672969345048,0.0528629505815929,2.77458915424446,0.0058715349138553
"433","CPI_lag9",-1.18387649538013,0.419431023080248,-2.82257732555379,0.00508013583165643
"434","(Intercept)",-0.215185561578925,0.373923109734295,-0.575480776600925,0.565391904772793
"435","lag9",0.181342317733515,0.0550692932174723,3.29298429557434,0.00110825354205985
"436","lag12",-0.113281349992471,0.0549902350378839,-2.06002665590407,0.0402469234191368
"437","CPI_lag3",1.02478481295589,0.475080110627412,2.15707791177054,0.0317831369839328
"438","(Intercept)",0.581330034505655,0.133098683423449,4.36766179464131,0.0000172628951694714
"439","lag9",0.169759610988488,0.052017999543741,3.26347826670535,0.00122637566749687
"440","lag12",0.211868965371007,0.0522184514804491,4.05735825870538,0.0000632018624834695
"441","CPI_lag6",-0.365319018646037,0.141846537258143,-2.57545249751993,0.0104848897247796
"442","CPI_lag9",-0.282940525827161,0.140306619420552,-2.01658715031171,0.0446205700388313
