"","term","estimate","std.error","statistic","p.value"
"281","lag10",-0.294460113355674,0.0708459344328653,-4.15634454839055,0.0000447823956928198
"282","lag11",-0.228198789115,0.0682739069284263,-3.34240120979495,0.000961037107462329
"283","lag12",0.186181806132985,0.0615363596886269,3.0255576877648,0.00274730432888409
"284","CPI_lag2",5.9657405264078,2.246738187484,2.65528959254861,0.00844578292053984
"285","CPI_lag5",4.8942288465884,2.21488714355823,2.20969671561947,0.0280552974239124
"286","(Intercept)",1.31023760971539,1.91444448261017,0.684395719811628,0.494364376840485
"287","lag1",-0.467058176412698,0.0621010682428874,-7.52093626772984,0.000000000000996125520600532
"288","lag2",-0.329959339492869,0.0669107582458261,-4.93133463352213,0.00000149683402707072
"289","lag3",-0.395768869780885,0.0663267931483963,-5.96695318731016,0.00000000830034302475881
"290","lag4",-0.329682922436511,0.0700320773620678,-4.70759878693931,0.00000417199748655848
"291","lag5",-0.268126069727198,0.0709748119625121,-3.77776372086507,0.000198191870369966
"292","lag6",-0.253957752911966,0.0714101196225392,-3.55632723001081,0.000450348197170132
"293","lag7",-0.262000119995186,0.0711103366031706,-3.68441681632406,0.000281458694632913
"294","lag8",-0.201556890029415,0.0697163432546789,-2.89109957034196,0.00417940435916898
"295","lag9",-0.340163301002266,0.0651645868197169,-5.22006380464523,0.000000378336361663739
"296","lag10",-0.222604926826041,0.0652029301210475,-3.41403256591047,0.000747541744040844
"297","lag11",-0.233820077123501,0.0610955895509866,-3.82711876326799,0.000164186925484233
"298","(Intercept)",-0.52483776859806,0.376320506109805,-1.39465631045075,0.164134423828982
"299","lag1",-0.122483724154095,0.0567514306424837,-2.15824910081482,0.0316885943043145
"300","CPI_lag9",1.06598792173031,0.447280914770067,2.38326270254187,0.0177718870823934
"301","(Intercept)",-0.243111308522755,0.152013874915207,-1.59927051828895,0.110795853950611
"302","lag9",0.117874577180547,0.056760254136351,2.07670982052662,0.0386653492274842
"303","CPI_lag3",0.483136964373134,0.191868191850537,2.51806701107337,0.012311900539669
"304","(Intercept)",0.30734179236612,0.272653480393589,1.12722490071448,0.260539269248017
"305","lag3",0.181930169488346,0.0560247337871237,3.24731876780749,0.00129566602894078
"306","lag11",0.122402313828641,0.0577590383867733,2.11918891393232,0.0348876829457328
"307","CPI_lag10",-0.796329260633225,0.277707746120434,-2.86750827716516,0.00442734296857738
"308","CPI_lag11",0.570209559326327,0.276392780464429,2.06304071462428,0.0399604944057799
"309","(Intercept)",-0.352726350395728,0.532509377553265,-0.662385237263631,0.508227861669497
"310","lag3",0.160550413345484,0.0553788608685745,2.89912812989243,0.00401538423761041
"311","lag5",0.155161596000946,0.0566335554607231,2.73974668796054,0.00651317260507524
"312","lag8",0.118367101264093,0.0575644220953059,2.05625448767852,0.0406142444959888
"313","CPI_lag1",-1.26468697844972,0.561748613364259,-2.25133974230151,0.0250803699088638
"314","(Intercept)",-0.64058277961796,0.458391374817203,-1.3974581870643,0.163298211518562
"315","lag2",0.144611886169008,0.0559484123472957,2.58473619003413,0.0102127965912173
"316","lag6",0.134954149530632,0.05743123436059,2.34983891663034,0.0194230012992671
"317","lag9",0.149189926537424,0.0564558974457683,2.64259241792651,0.00865496181092396
"318","lag12",0.1622049556164,0.0578770539682547,2.80257795611658,0.00539627141900619
"319","(Intercept)",-0.648015107370346,0.521454670545088,-1.2427064977536,0.21494322142783
