item_id,description,up1,up2,up3,up4,down1,down2,down3,down4,level1,level2,level3,level4,up_ch1,up_ch2,up_ch3,up_ch4,down_ch1,down_ch2,down_ch3,down_ch4,total1,total2,total3,total4,up1_sh,up2_sh,up3_sh,up4_sh,down1_sh,down2_sh,down3_sh,down4_sh,level1_sh,level2_sh,level3_sh,level4_sh,change1_sh,change2_sh,change3_sh,change4_sh,net1_sh,net2_sh,net3_sh,net4_sh,item,id_count,item_id_raw,division,date_quote_s,date_quote_e,desc_appearances,date_start,date_end,coicop4_id,group,n_shops,p_min,p_max,p_mean,p_med,p_sd,coicop5_id,order,to_adjust_id,max_id,n_obs,span,spanrank,chartrank,meat_fish,track_kg,kg,to_adjust,observations,name1,name2,name3,name4,name5,weight,coicopname,sex,origin,durability,goods_services
211714,NON-DAIRY MILK DRINK 900ML-1LTNON-DAIRY MILK DRINK 900ML-1LTNON-DAIRY MILK DRINK 900ML-1LT,1236,1100,303,225,1038,909,387,291,5861,5491,1726,1232,0.35327587,0.3569963,0.29425651,0.29049018,-0.27647316,-0.27383783,-0.2255197,-0.19598395,8135,7500,2416,1748,0.15193608,0.14666666,0.12541391,0.12871854,0.12759681,0.1212,0.16018212,0.16647597,0.72046709,0.73213333,0.71440399,0.70480549,0.27953291,0.26786667,0.28559601,0.29519451,0.024339274,0.025466658,-0.034768209,-0.037757427,156,1,211714,1,201702,202103,1,349,398,10104,101,87,0.55000001,3.7,1.3879,1.4,0.35858506,1010406,926,,211714,11400,49,980,984,,LT,0,,7223,Food and drink,Food,,,,,Food and non-alcoholic beverages,Unisex,,ND,Goods
211802,YOGHURT-FRUIT-SMALL INDIVIDUAL,2393,0,0,0,1568,0,0,0,15361,0,0,0,0.14368898,,,,-0.1347069,,,,19322,0,0,0,0.12384846,,,,0.081151016,,,,0.79500049,,,,0.20499948,,,,0.042697445,,,,157,1,211802,1,198802,199812,1,1,131,10104,101,207,0.1,0.69,0.2771346,0.28,0.054073773,0,1380,,211802,26073,130,684,701,,AL,0,,6359,Food and drink,Food,Dairy and eggs,Yoghurt,Fruit yoghurt,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
211803,FRESH CREAM SINGLE 142ML CARTN,1323,0,0,0,1011,0,0,0,16181,0,0,0,0.10380831,,,,-0.1024009,,,,18515,0,0,0,0.071455576,,,,0.054604374,,,,0.87394005,,,,0.12605995,,,,0.016851202,,,,158,1,211803,1,198802,200101,1,1,156,10104,101,205,0.18000001,0.94999999,0.35245827,0.34999999,0.084247977,0,586,,211803,24570,155,591,603,,TN,0,,7712,Food and drink,Food,Dairy and eggs,Cream,Single cream,0,Food and non-alcoholic beverages,Unisex,2,ND,Goods
211804,POWDERED SKIMMED MILK-198G,1453,0,0,0,545,0,0,0,18100,0,0,0,0.078030653,,,,-0.074581578,,,,20098,0,0,0,0.072295748,,,,0.027117126,,,,0.90058714,,,,0.099412873,,,,0.045178622,,,,159,1,211804,1,198903,200201,1,14,168,10104,101,208,0.55000001,2.95,1.1301211,1.11,0.23885207,0,1009,,211804,24594,154,612,614,,8G,0,,9712,Food and drink,Food,Dairy and eggs,Milk,Powdered skimmed milk,0,Food and non-alcoholic beverages,Unisex,2,ND,Goods
211805,FROMAGE FRAIS-FLAVOURED-6 PACK,1695,0,0,0,1490,0,0,0,8534,0,0,0,0.18399315,,,,-0.17734516,,,,11719,0,0,0,0.14463691,,,,0.12714395,,,,0.72821915,,,,0.27178085,,,,0.017492965,,,,160,1,211805,1,199102,199812,1,37,131,10104,101,184,0.44999999,2.3,1.1456065,1.1900001,0.21844864,0,628,,211805,14501,94,842,844,,CK,0,,5222,Food and drink,Food,Dairy and eggs,Yoghurt,Fromage frais,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
211806,YOGHURT/FROMAGE FRAIS-SMALL,1127,0,0,0,776,0,0,0,13643,0,0,0,0.20255384,,,,-0.1805183,,,,15546,0,0,0,0.072494529,,,,0.049916375,,,,0.87758911,,,,0.12241091,,,,0.022578154,,,,161,1,211806,1,199902,200901,1,133,252,10104,101,155,0.059999999,0.94999999,0.37675279,0.37,0.13650408,0,1383,,211806,17264,119,722,734,,LL,0,,17264,Food and drink,Food,Dairy and eggs,Yoghurt,Fromage frais,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",3076,512,163,99,2907,433,178,124,21212,3553,867,634,0.38469243,0.54762322,0.46883801,0.5253098,-0.24655704,-0.36265981,-0.3031908,-0.30277777,27195,4498,1208,857,0.11310903,0.11382837,0.13493377,0.11551926,0.10689465,0.096265003,0.147351,0.14469078,0.77999634,0.78990662,0.7177152,0.73978996,0.22000368,0.21009338,0.28228477,0.26021004,0.00621438,0.017563365,-0.012417227,-0.029171526,162,1,211807,1,199902,202103,1,133,398,10104,101,157,0.23999999,3.49,1.3884455,1.39,0.40296277,1010404,1382,,211807,32171,265,232,250,,5G,0,,29873,Food and drink,Food,Dairy and eggs,Yoghurt,Yoghurt - multipack,0,Food and non-alcoholic beverages,Unisex,5,ND,Goods
211808,CHILLED POT DESSERT 125-200G,1836,281,46,10,1363,141,48,43,26045,4535,1192,850,0.20934625,0.2014744,0.14947982,0.11575632,-0.16492292,-0.20076841,-0.20708767,-0.19228005,29244,4957,1286,903,0.062782109,0.056687512,0.035769828,0.011074197,0.046607852,0.028444624,0.03732504,0.047619049,0.89061004,0.91486788,0.92690516,0.94130677,0.10938996,0.085132137,0.073094867,0.058693245,0.016174257,0.028242888,-0.001555212,-0.036544852,163,1,211808,1,200102,202103,1,157,398,10104,101,154,0.15000001,2.1500001,0.65835875,0.61000001,0.26153314,1010406,335,,211808,33931,241,271,290,,0G,0,,31430,Food and drink,Food,Dairy and eggs,Pudding,Pot desert,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
211809,FRESH SINGLE CREAM 284-300ML,631,0,0,0,556,0,0,0,8717,0,0,0,0.15293647,,,,-0.10578518,,,,9904,0,0,0,0.063711628,,,,0.056138933,,,,0.88014942,,,,0.11985056,,,,0.007572696,,,,164,1,211809,1,200102,200901,1,157,252,10104,101,130,0.27000001,1.95,0.59481418,0.52999997,0.13808925,0,590,,211809,11221,95,819,839,,ML,0,,11221,Food and drink,Food,Dairy and eggs,Cream,Single cream,0,Food and non-alcoholic beverages,Unisex,2,ND,Goods
211810,POWDERED BABY FORMULA,262,0,0,0,395,0,0,0,4404,0,0,0,0.11482786,,,,-0.082451068,,,,5061,0,0,0,0.051768426,,,,0.078047819,,,,0.87018377,,,,0.12981625,,,,-0.026279394,,,,165,1,211810,1,200202,200501,1,169,204,10104,101,99,1.98,9.0799999,5.9238725,5.8899999,0.63027811,0,1007,,211810,5743,35,1063,1079,,LA,0,,5743,Food and drink,Food,Dairy and eggs,Baby milk,Baby formula,0,Food and non-alcoholic beverages,Unisex,1,ND,Goods
211812,MILK- FLAVOURED 500-568ML,216,0,0,0,197,0,0,0,3223,0,0,0,0.25612766,,,,-0.20730127,,,,3636,0,0,0,0.059405942,,,,0.054180417,,,,0.88641363,,,,0.11358636,,,,0.005225524,,,,166,1,211812,1,200302,200601,1,181,216,10104,101,99,0.31999999,1.29,0.74969435,0.82999998,0.21302,0,899,,211812,4253,35,1063,1088,,ML,0,,4253,Food and drink,Food,Dairy and eggs,Milk,Flavoured milk,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
211813,PROBIOTIC-STYLE YOGHURT DRINK,1850,0,0,0,1762,0,0,0,14407,0,0,0,0.29080275,,,,-0.19269039,,,,18019,0,0,0,0.1026694,,,,0.097785674,,,,0.79954493,,,,0.20045507,,,,0.004883729,,,,167,1,211813,1,200702,201501,1,229,324,10104,101,107,0.12,1.97,0.34874731,0.33000001,0.099796057,0,1034,,211813,19438,95,819,827,,NK,0,,19438,Food and drink,Food,Dairy and eggs,Yoghurt drink,Probiotic yoghurt,0,Food and non-alcoholic beverages,Unisex,5,ND,Goods
211814,YOGHURT-SMALL INDIVIDUAL,970,280,61,26,660,148,57,27,15194,4274,1062,779,0.16681539,0.19127382,0.28121126,0.33030176,-0.16646807,-0.20763335,-0.18603487,-0.20499668,16824,4702,1180,832,0.057655729,0.059549127,0.051694915,0.03125,0.039229672,0.031475969,0.048305083,0.032451924,0.90311462,0.90897489,0.89999998,0.93629807,0.096885398,0.091025099,0.099999994,0.063701928,0.018426057,0.028073158,0.003389832,-0.001201924,168,1,211814,1,200902,202103,1,253,398,10104,101,115,0.079999998,1.5,0.59296077,0.62,0.17173748,1010404,1381,,211814,19711,145,617,620,,AL,0,,17388,Food and drink,Food,Dairy and eggs,Yoghurt,Yoghurt - individual,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
211815,FRESH DOUBLE CREAM 250ML-300ML,1761,475,80,41,1391,213,76,41,13859,4158,1092,776,0.14322186,0.11597374,0.10724691,0.12657878,-0.11848287,-0.10904089,-0.095170826,-0.096709587,17011,4846,1248,858,0.10352125,0.098018982,0.064102568,0.047785547,0.081770621,0.043953776,0.060897436,0.047785547,0.81470811,0.85802722,0.875,0.9044289,0.18529187,0.14197275,0.125,0.095571093,0.021750629,0.054065205,0.003205132,0,169,1,211815,1,200902,202103,1,253,398,10104,101,114,0.41999999,1.99,1.0479448,1.05,0.17385536,1010406,587,,211815,19896,145,617,619,,ML,0,,17502,Food and drink,Food,Dairy and eggs,Cream,Double cream,0,Food and non-alcoholic beverages,Unisex,2,ND,Goods
211816,POWDERED BABY FORMULA 400-900G,1657,174,169,120,1321,151,109,72,20263,6580,1851,1326,0.11979578,0.10433655,0.13547871,0.09439335,-0.11070153,-0.12027135,-0.14067335,-0.12209439,23241,6905,2129,1518,0.071296416,0.02519913,0.079379991,0.079051383,0.056839205,0.021868212,0.051197745,0.047430828,0.87186438,0.95293266,0.86942226,0.87351781,0.12813562,0.047067344,0.13057774,0.12648222,0.014457211,0.003330918,0.028182246,0.031620555,170,1,211816,1,201002,202103,1,265,398,10104,101,122,3.49,15,9.1493006,9,1.6453012,1010406,1008,,211816,27113,133,657,666,,0G,0,,23407,Food and drink,Food,Dairy and eggs,Baby milk,Baby formula,0,Food and non-alcoholic beverages,Unisex,1,ND,Goods
211901,TEA BAGS PKT OF 80 (230G-250G),6338,822,179,102,5745,777,178,104,41616,3354,908,672,0.150754,0.26887655,0.29071909,0.24044518,-0.11593475,-0.21776368,-0.26670778,-0.25839743,53699,4953,1265,878,0.11802827,0.16596003,0.14150198,0.11617312,0.10698523,0.15687463,0.14071146,0.11845102,0.77498651,0.67716533,0.71778655,0.76537585,0.22501349,0.32283467,0.28221345,0.23462415,0.011043034,0.009085402,0.000790522,-0.002277903,171,1,211901,1,198802,202103,1,1,398,10201,102,225,0.41999999,5.3899999,1.5940959,1.55,0.52021623,1020102,1199,,211901,64545,397,1,73,,G),0,,42081,Food and drink,Drinks,Hot drinks,Tea,Tea bags,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
211902,TEA-LOOSE-125G,1695,0,0,0,877,0,0,0,20549,0,0,0,0.095455915,,,,-0.094423532,,,,23121,0,0,0,0.07330998,,,,0.037930887,,,,0.88875914,,,,0.11124086,,,,0.035379093,,,,172,1,211902,1,198802,200201,1,1,168,10201,102,214,0.25,1.99,0.65278423,0.67000002,0.18683016,0,1201,,211902,29951,167,552,565,,5G,0,,10623,Food and drink,Drinks,Hot drinks,Tea,Loose tea,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
211903,HERBAL/FRUIT TEA-BAGS,124,0,0,0,192,0,0,0,2250,0,0,0,0.16845351,,,,-0.10373052,,,,2566,0,0,0,0.048324239,,,,0.074824631,,,,0.87685114,,,,0.12314887,,,,-0.026500393,,,,173,1,211903,1,200102,200301,1,157,180,10201,102,80,0.63,1.85,1.0058603,0.99000001,0.17395678,0,724,,211903,2906,23,1128,1149,,GS,0,,2906,Food and drink,Drinks,Hot drinks,Tea,Fruit tea,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
211904,TEA BAGS-2-PACKET OF 240,5702,985,301,219,6240,1067,389,257,19447,3904,886,680,0.31795168,0.49797469,0.41436043,0.41636789,-0.20299169,-0.28842688,-0.24630381,-0.24448805,31389,5956,1576,1156,0.18165599,0.16537945,0.19098985,0.18944636,0.19879575,0.17914708,0.24682741,0.22231834,0.61954826,0.65547347,0.56218272,0.58823532,0.38045174,0.34452653,0.43781728,0.41176468,-0.017139763,-0.01376763,-0.055837557,-0.032871976,174,1,211904,1,200302,202103,1,181,398,10201,102,16,1.25,7.6500001,4.0624342,3.98,1.1419039,1020102,1200,,211904,34121,217,340,349,,40,0,,31270,Food and drink,Drinks,Hot drinks,Tea,Tea bags,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
211905,"FLAVRD TEA 15-20 BAGS, 30-40G",379,247,254,132,321,190,258,198,1986,1646,1643,1240,0.2813502,0.30042192,0.24151261,0.25609088,-0.22051662,-0.23560674,-0.19794764,-0.20637445,2686,2083,2155,1570,0.14110202,0.11857897,0.11786543,0.084076434,0.11950856,0.091214597,0.11972158,0.12611465,0.73938942,0.79020643,0.76241297,0.78980893,0.26061058,0.20979357,0.237587,0.21019109,0.021593451,0.027364373,-0.001856148,-0.042038217,175,1,211905,1,201902,202103,1,373,398,10201,102,69,0.63,4.25,1.7228718,1.7,0.56392437,1020102,572,,211905,5474,25,1112,1121,,0G,0,,1524,Food and drink,Drinks,,,,,Food and non-alcoholic beverages,Unisex,,ND,Goods
212001,"FRUIT SQUASH, 750ML - 1.5LT",9076,993,391,254,8303,917,440,347,51830,6006,1465,1058,0.22185968,0.3952077,0.38026816,0.39273202,-0.15336546,-0.24590005,-0.22007588,-0.23496087,69209,7916,2296,1659,0.13113901,0.12544215,0.17029616,0.15310428,0.11996995,0.11584134,0.19163764,0.20916215,0.74889106,0.75871652,0.63806617,0.63773358,0.25110894,0.24128348,0.3619338,0.36226642,0.011169061,0.009600811,-0.021341473,-0.05605787,176,1,212001,1,198802,202103,1,1,398,10202,102,231,0.20999999,3.03,1.0249299,0.97000003,0.33298734,1020203,659,,212001,81231,397,1,58,,LT,0,,58070,Food and drink,Drinks,Soft drinks,Squash,Fruit squash,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212003,COCA/PEPSI COLA 330ML CAN,2805,0,0,0,973,0,0,0,25767,0,0,0,0.091557868,,,,-0.095388636,,,,29545,0,0,0,0.094939925,,,,0.032932814,,,,0.87212723,,,,0.12787274,,,,0.062007111,,,,177,1,212003,1,198802,200501,1,1,204,10202,102,220,0.14,0.72000003,0.33350751,0.33000001,0.097724058,0,387,,212003,36975,203,418,425,,AN,0,,16838,Food and drink,Drinks,Soft drinks,Soda,"Coke, Pepsi",0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212004,OTHER FIZZY DRINK-PER CAN-330M,2567,0,0,0,744,0,0,0,25051,0,0,0,0.099734724,,,,-0.10651268,,,,28362,0,0,0,0.090508424,,,,0.026232284,,,,0.8832593,,,,0.1167407,,,,0.064276144,,,,178,1,212004,1,198802,200501,1,1,204,10202,102,220,0.13,1,0.33135229,0.31999999,0.099661261,0,935,,212004,35976,203,418,427,,0M,0,,16245,Food and drink,Drinks,Soft drinks,Soda,Can of pop,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212005,PURE ORANGE JUICE-1 LTR CARTON,3690,0,0,0,2838,0,0,0,26804,0,0,0,0.13351198,,,,-0.10131294,,,,33332,0,0,0,0.11070443,,,,0.085143402,,,,0.80415219,,,,0.19584784,,,,0.025561027,,,,179,1,212005,1,198802,200801,1,1,240,10202,102,223,0.23999999,3.1900001,0.8111127,0.75,0.29286817,0,1042,,212005,41178,239,296,297,,ON,0,,22543,Food and drink,Drinks,Soft drinks,Fruit juice,"Pure orange juice, carton",0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212006,FRUIT JUICE NOT ORANGE 1L,4241,276,100,67,3251,178,62,48,40510,4472,1126,783,0.16835114,0.13175867,0.16853359,0.1670278,-0.13571708,-0.16332889,-0.13580084,-0.12663843,48002,4926,1288,898,0.088350482,0.056029234,0.077639751,0.074610248,0.067726344,0.036134794,0.048136648,0.053452116,0.84392315,0.90783596,0.87422359,0.87193763,0.15607682,0.092164025,0.1257764,0.12806237,0.020624138,0.01989444,0.029503103,0.021158133,180,1,212006,1,199102,202103,1,37,398,10202,102,223,0.33000001,5.9899998,0.95775843,0.88,0.33693722,1020203,655,,212006,55148,361,140,141,,1L,0,,41072,Food and drink,Drinks,Soft drinks,Fruit juice,Fruit juice,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212008,LEMONADE-2 LITRE BOTTLE,3998,320,64,29,3787,349,88,61,35153,3666,1062,763,0.21349488,0.37672338,0.26529258,0.31431818,-0.16478015,-0.26011005,-0.14346412,-0.1577068,42938,4335,1214,853,0.093111001,0.07381776,0.052718285,0.033997655,0.088196933,0.080507495,0.072487645,0.071512312,0.81869209,0.84567475,0.87479407,0.89449006,0.18130794,0.15432525,0.12520593,0.10550997,0.004914068,-0.006689735,-0.019769359,-0.037514657,181,1,212008,1,199302,202103,1,61,398,10202,102,215,0.13,3.5899999,0.6876635,0.58999997,0.33010247,1020202,817,,212008,48808,337,152,158,,LE,0,,39547,Food and drink,Drinks,Soft drinks,Soda,Lemonade,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212009,FRUIT DRINK-200-290ML 3-PACK,1977,0,0,0,1737,0,0,0,20612,0,0,0,0.13953888,,,,-0.12357626,,,,24326,0,0,0,0.081271067,,,,0.071405083,,,,0.84732383,,,,0.15267615,,,,0.009865984,,,,182,1,212009,1,199302,201001,1,61,264,10202,102,203,0.23,2.3699999,0.87346476,0.87,0.20872931,0,650,,212009,27589,203,418,433,,CK,0,,20855,Food and drink,Drinks,Soft drinks,Soda,Fruit drink,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212010,MINERAL WATER STILL 1.5-2L,4054,554,303,204,4073,362,314,241,47916,6920,1590,1156,0.16310832,0.17799483,0.26902625,0.27722019,-0.1348746,-0.19489197,-0.17874782,-0.16246594,56043,7836,2207,1601,0.072337314,0.070699334,0.13729043,0.12742037,0.072676338,0.046197038,0.14227457,0.15053092,0.85498637,0.88310361,0.72043496,0.7220487,0.14501366,0.11689638,0.27956501,0.2779513,-0.000339024,0.024502296,-0.00498414,-0.023110554,183,1,212010,1,199402,202103,1,73,398,10202,102,222,0.13,1.9,0.61912727,0.60000002,0.21263036,1020201,901,,212010,63593,325,163,163,,2L,0,,55194,Food and drink,Drinks,Soft drinks,Water,Mineral water,0,Food and non-alcoholic beverages,Unisex,5,ND,Goods
212011,COLA FLAVD DRINK 1.75-2 LT BTL,6917,624,0,0,5714,508,0,0,43232,4072,0,0,0.24379654,0.25986761,,,-0.18072984,-0.18084002,,,55863,5204,0,0,0.12382077,0.11990777,,,0.10228595,0.097617216,,,0.7738933,0.78247499,,,0.22610673,0.21752498,,,0.021534823,0.02229055,,,184,1,212011,1,199402,201901,1,73,372,10202,102,220,0.15000001,3.79,1.2897923,1.29,0.51286632,1020202,396,,212011,60121,299,192,192,,TL,0,,55770,Food and drink,Drinks,Soft drinks,Soda,Cola,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212012,PK6/8 FIZZY DRINK/COLA CANS,5212,0,0,0,4071,0,0,0,21010,0,0,0,0.21907376,,,,-0.182602,,,,30293,0,0,0,0.17205295,,,,0.13438748,,,,0.69355959,,,,0.30644041,,,,0.037665471,,,,185,1,212012,1,199402,201601,1,73,336,10202,102,208,0.58999997,6.9899998,2.4676821,2.3499999,0.66421586,1020202,973,,212012,33674,263,253,255,,NS,0,,32196,Food and drink,Drinks,Soft drinks,Soda,Cola cans,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212013,PURE ORANGE JUICE- PACK 3/4,1200,0,0,0,1194,0,0,0,10709,0,0,0,0.19225489,,,,-0.13326152,,,,13103,0,0,0,0.091582082,,,,0.09112417,,,,0.81729376,,,,0.18270625,,,,0.000457913,,,,186,1,212013,1,199402,200601,1,73,216,10202,102,168,0.75999999,3.49,2.4018717,2.45,0.31637791,0,1041,,212013,14886,143,627,649,,/4,0,,13453,Food and drink,Drinks,Soft drinks,Fruit juice,"Pure orange juice, 4-pack",0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212014,"FRUIT JUICE DRINK, 5-99% PURE",213,0,0,0,115,0,0,0,2363,0,0,0,0.12236348,,,,-0.13785966,,,,2691,0,0,0,0.079152733,,,,0.042735044,,,,0.8781122,,,,0.12188777,,,,0.036417689,,,,187,1,212014,1,200002,200201,1,145,168,10202,102,92,0.34,1.59,0.63942051,0.58999997,0.10853008,0,654,,212014,3089,23,1128,1144,,RE,0,,3089,Food and drink,Drinks,Soft drinks,Fruit juice,Fruit drink,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212015,FIZZY ENERGY DRINK 250-500ML,3215,670,163,116,2620,484,140,90,25798,4117,858,576,0.1374092,0.17284574,0.21182276,0.22406827,-0.12065007,-0.16406167,-0.17878765,-0.17201762,31633,5271,1161,782,0.10163437,0.1271106,0.14039621,0.1483376,0.082824901,0.091823183,0.1205857,0.11508951,0.81554073,0.78106624,0.73901808,0.73657286,0.18445927,0.21893379,0.26098192,0.26342711,0.018809468,0.035287417,0.019810505,0.033248089,188,1,212015,1,200102,202103,1,157,398,10202,102,155,0.18000001,2.2,1.0879285,1.12,0.30884734,1020202,563,,212015,35621,241,271,289,,ML,0,,33214,Food and drink,Drinks,Soft drinks,Soda,Fizzy drink,0,Food and non-alcoholic beverages,Unisex,1,ND,Goods
212016,FRESH/CHILL ORANGE JUICE 900ML,2942,518,197,126,2795,426,205,175,20217,3895,870,583,0.24111851,0.33347148,0.40196481,0.39155322,-0.16600384,-0.26148719,-0.29919705,-0.31150156,25954,4839,1272,884,0.1133544,0.10704691,0.15487422,0.14253394,0.10769053,0.088034719,0.16116352,0.1979638,0.7789551,0.80491835,0.68396229,0.65950227,0.22104493,0.19508162,0.31603774,0.34049773,0.005663872,0.01901219,-0.006289303,-0.055429861,189,1,212016,1,200302,202103,1,181,398,10202,102,137,0.56999999,5.9899998,1.9541342,2,0.56687212,1020203,619,,212016,29512,217,340,354,,ML,0,,27083,Food and drink,Drinks,Soft drinks,Fruit juice,Fresh orange juice,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212017,FIZZY BOTTLED DRINK 500ML,2396,404,126,92,1080,123,66,38,21481,4371,993,675,0.11737027,0.12511641,0.10075999,0.10469752,-0.11702804,-0.13962409,-0.11912236,-0.11084852,24957,4898,1185,805,0.096005127,0.082482643,0.10632911,0.11428571,0.043274432,0.02511229,0.055696204,0.047204968,0.86072046,0.89240509,0.83797467,0.83850932,0.13927956,0.10759494,0.16202532,0.16149068,0.052730694,0.057370353,0.050632909,0.067080751,190,1,212017,1,200502,202103,1,205,398,10202,102,125,0.2,1.91,1.1235304,1.15,0.24704838,1020202,561,,212017,28099,193,442,452,,ML,0,,25788,Food and drink,Drinks,Soft drinks,Soda,Fizzy bottle,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212018,FIZZY CANNED DRINK 330ML,673,0,0,0,507,0,0,0,5367,0,0,0,0.13921456,,,,-0.14199235,,,,6547,0,0,0,0.10279518,,,,0.077440046,,,,0.81976479,,,,0.18023522,,,,0.02535513,,,,191,1,212018,1,200502,201001,1,205,264,10202,102,100,0.13,1.01,0.483208,0.47,0.11603709,0,562,,212018,7288,59,946,968,,ML,0,,7288,Food and drink,Drinks,Soft drinks,Soda,Fizzy can,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212019,PURE FRUIT SMOOTHIE 750ML-1LTR,1842,520,148,92,1924,491,158,105,6037,1632,408,307,0.42562819,0.45949471,0.51862067,0.44802955,-0.26782876,-0.32737869,-0.34770083,-0.33544374,9803,2643,714,504,0.18790166,0.19674613,0.20728292,0.18253969,0.19626644,0.18577375,0.22128852,0.20833333,0.61583191,0.61748016,0.5714286,0.60912699,0.38416809,0.38251987,0.42857143,0.39087301,-0.008364782,0.010972381,-0.014005601,-0.025793642,192,1,212019,1,200802,202101,1,241,396,10202,102,7,0.64999998,3.9000001,2.4832232,2.78,0.53013295,1020203,1040,,212019,11039,155,591,611,,TR,0,,9754,Food and drink,Drinks,Soft drinks,Fruit juice,Smoothie,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212020,FRUIT DRINK BOTTLE 4-8 PACK,4444,1251,509,390,4112,1222,469,332,15175,4859,1213,893,0.52814174,0.65956384,0.46640211,0.48377424,-0.33028799,-0.37475184,-0.33877841,-0.32901934,23731,7332,2191,1615,0.1872656,0.17062193,0.23231401,0.24148607,0.17327546,0.16666667,0.21405751,0.20557275,0.63945895,0.66271138,0.5536285,0.5529412,0.36054105,0.33728862,0.4463715,0.44705883,0.013990149,0.00395526,0.0182565,0.035913318,193,1,212020,1,201002,202103,1,265,398,10202,102,119,0.72000003,4.9899998,1.9393234,1.97,0.71544385,1020203,649,,212020,27700,133,657,664,,CK,0,,23807,Food and drink,Drinks,Soft drinks,Fruit juice,Fruit drink,0,Food and non-alcoholic beverages,Unisex,,ND,Goods
212021,BOTTLE STILL WATER 500ML,1905,675,164,98,1285,435,192,119,23452,6868,1539,1144,0.19932783,0.21464859,0.29932621,0.34098175,-0.1743198,-0.18524927,-0.21945049,-0.21575758,26642,7978,1895,1361,0.071503639,0.084607668,0.086543538,0.072005875,0.048232116,0.054524943,0.10131926,0.087435707,0.88026422,0.86086738,0.81213719,0.84055841,0.11973576,0.13913262,0.1878628,0.15944159,0.023271523,0.030082725,-0.014775723,-0.015429832,194,1,212021,1,201002,202103,1,265,398,10202,102,120,0.090000004,1.5,0.49125564,0.5,0.2044358,1020201,201,,212021,30845,133,657,659,,ML,0,,27013,Food and drink,Drinks,Soft drinks,Water,Still water,0,Food and non-alcoholic beverages,Unisex,5,ND,Goods
212022,MIXER DRINK BOTTLE 1L EG TONIC,1335,813,221,161,1238,638,166,115,13831,6713,1851,1355,0.21040954,0.18227589,0.27064258,0.22934511,-0.17841783,-0.16143496,-0.27619147,-0.28921238,16404,8164,2238,1631,0.081382588,0.099583536,0.098748885,0.098712444,0.075469397,0.07814797,0.074173369,0.07050889,0.84314799,0.82226849,0.82707775,0.83077866,0.15685198,0.17773151,0.17292225,0.16922134,0.005913191,0.021435566,0.024575517,0.028203554,195,1,212022,1,201402,202103,1,313,398,10202,102,98,0.20999999,2.99,0.86003059,0.60000002,0.42318037,1020202,905,,212022,19616,85,849,852,,IC,0,,15630,Food and drink,Drinks,Soft drinks,Soda,Tonic ,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
212023,COLA/FIZZY DRINK 330ML PK 4-8,1775,1384,489,360,1590,1238,502,363,6773,4744,1137,861,0.32040998,0.29630813,0.26271826,0.26476192,-0.24499553,-0.23116414,-0.20755623,-0.20683725,10138,7366,2128,1584,0.17508385,0.18789031,0.22979324,0.22727273,0.15683566,0.16806951,0.23590225,0.22916667,0.66808051,0.64404017,0.5343045,0.54356062,0.33191949,0.35595983,0.4656955,0.45643941,0.018248186,0.019820794,-0.006109014,-0.001893938,196,1,212023,1,201602,202103,1,337,398,10202,102,94,0.75,6.8899999,2.8012407,3,0.871544,1020202,397,,212023,13355,61,932,939,,-8,0,,9465,Food and drink,Drinks,Soft drinks,Soda,Fizzy drink,0,Food and non-alcoholic beverages,Unisex,3,ND,Goods
