"","date_all","CPI","1 months difference ","2 months difference ","3 months difference ","4 months difference ","5 months difference ","6 months difference ","7 months difference ","8 months difference ","9 months difference ","10 months difference ","11 months difference ","12 months difference ","excluding_food_and_energy","Trimmed_mean","sticky","ar","TM","EXFD","Sticky","Baseline"
"219",2007-03-01,3.1,-0.3,-0.6,-0.7,-1.2,-1.3,-1.3,-1,-1,-1,-0.9,-0.6,-0.6,1.03252061047136,1.67214694508027,2.827197341,0.0716984284764648,1.42785305491973,2.06747938952864,0.272802659,1.05970368301464
"220",2007-04-01,2.8,-0.3,-0.4,-0.9,-1,-1,-0.7,-0.7,-0.7,-0.6,-0.3,-0.3,0.2,0.872885925941953,1.26664619501837,2.264388704,-0.0299858928341898,1.53335380498163,1.92711407405805,0.535611296,1.05960531001535
"221",2007-05-01,2.5,-0.1,-0.6,-0.7,-0.7,-0.4,-0.4,-0.4,-0.3,0,0,0.5,0.8,0.455421154384768,1.12234245166575,2.134687922,-0.0832639759976296,1.37765754833425,2.04457884561523,0.365312078,0.999554707871785
"222",2007-06-01,2.4,-0.5,-0.6,-0.6,-0.3,-0.3,-0.3,-0.2,0.1,0.1,0.6,0.9,1.4,0.38226930890794,1.05112543421719,2.020536087,-0.0445404122162547,1.34887456578281,2.01773069109206,0.379463913,0.920009149570155
"223",2007-07-01,1.9,-0.0999999999999999,-0.0999999999999999,0.2,0.2,0.2,0.3,0.6,0.6,1.1,1.4,1.9,2.5,0.156371570213354,0.730312155876077,1.734705587,-0.114341777740145,1.16968784412392,1.74362842978665,0.165294413,0.756195663912539
"224",2007-08-01,1.8,0,0.3,0.3,0.3,0.4,0.7,0.7,1.2,1.5,2,2.6,2.9,0.0244744787048532,0.818462397246765,1.868028421,-0.0866301498618407,0.981537602753235,1.77552552129515,-0.068028421,0.67441681476396
"225",2007-09-01,1.8,0.3,0.3,0.3,0.4,0.7,0.7,1.2,1.5,2,2.6,2.9,3.4,0.364239083175808,0.573965600896241,1.708987624,-0.0477291160724538,1.22603439910376,1.43576091682419,0.091012376,0.635515780974573
"226",2007-10-01,2.1,0,0,0.1,0.4,0.4,0.9,1.2,1.7,2.3,2.6,3.1,2.4,0.597411555391104,0.786529514064847,1.790293669,0.177233848405067,1.31347048593515,1.5025884446089,0.309706331,0.56470349632431
"227",2007-11-01,2.1,0,0.1,0.4,0.4,0.9,1.2,1.7,2.3,2.6,3.1,2.4,2,0.738658605575625,0.65670643916028,1.740034142,0.109788028837233,1.44329356083972,1.36134139442438,0.359965858,0.632149315892144
"228",2007-12-01,2.1,0.1,0.4,0.4,0.9,1.2,1.7,2.3,2.6,3.1,2.4,2,1,0.775119819946263,0.538687895448696,1.620388545,0.143938980893249,1.5613121045513,1.32488018005374,0.479611455,0.597998363836129
