"","date_all","CPI","1 months difference ","2 months difference ","3 months difference ","4 months difference ","5 months difference ","6 months difference ","7 months difference ","8 months difference ","9 months difference ","10 months difference ","11 months difference ","12 months difference ","excluding_food_and_energy","Trimmed_mean","sticky","ar","TM","EXFD","Sticky","Baseline"
"290",2013-02-01,2.8,0,-0.4,-0.0999999999999996,0.1,0,-0.0999999999999996,-0.0999999999999996,-0.6,-0.7,-0.8,-0.9,-1.1,0.401054969903202,2.1202033149668,2.98675354,0.0944373519598634,0.679796685033196,2.3989450300968,-0.18675354,0.935182065221295
"291",2013-03-01,2.8,-0.4,-0.0999999999999996,0.1,0,-0.0999999999999996,-0.0999999999999996,-0.6,-0.7,-0.8,-0.9,-1.1,-1.2,0.279211295358929,2.12867957843277,2.832297026,0.0209832872931275,0.671320421567234,2.52078870464107,-0.032297026,1.00863612988803
"292",2013-04-01,2.4,0.3,0.5,0.4,0.3,0.3,-0.2,-0.3,-0.4,-0.5,-0.7,-0.8,-0.6,0.321039328713967,1.70830002552091,2.485175658,-0.114938563927731,0.691699974479087,2.07896067128603,-0.085175658,0.990407301281631
"293",2013-05-01,2.7,0.2,0.0999999999999996,0,0,-0.5,-0.6,-0.7,-0.8,-1,-1.1,-0.9,-1.2,0.380590724020344,1.94224466779841,2.74307228,0.0755228618894446,0.757755332201593,2.31940927597966,-0.04307228,0.917728911120839
"294",2013-06-01,2.9,-0.1,-0.2,-0.2,-0.7,-0.8,-0.9,-1,-1.2,-1.3,-1.1,-1.4,-1,0.556386208664768,1.93580574735762,3.010776774,0.0521717519641098,0.964194252642381,2.34361379133523,-0.110776774,1.01253898502832
"295",2013-07-01,2.8,-0.0999999999999996,-0.0999999999999996,-0.6,-0.7,-0.8,-0.9,-1.1,-1.2,-1,-1.3,-0.9,-1.2,0.622686160262032,1.91847025259934,3.022973123,0.0610084398229067,0.881529747400656,2.17731383973797,-0.222973123,0.968610977358251
"296",2013-08-01,2.7,0,-0.5,-0.6,-0.7,-0.8,-1,-1.1,-0.9,-1.2,-0.8,-1.1,-1.2,0.551226742148371,1.72259622870486,2.701790916,0.0226202327707989,0.977403771295138,2.14877325785163,-0.001790916,0.970631540239485
"297",2013-09-01,2.7,-0.5,-0.6,-0.7,-0.8,-1,-1.1,-0.9,-1.2,-0.8,-1.1,-1.2,-1.5,0.56443664859263,1.5752355800723,2.856931398,0.0584025829633512,1.1247644199277,2.13556335140737,-0.156931398,0.934849190046932
"298",2013-10-01,2.2,-0.1,-0.2,-0.3,-0.5,-0.6,-0.4,-0.7,-0.3,-0.6,-0.7,-1,-0.9,0.482951727457579,1.16585197473644,2.105792267,-0.0785072306270514,1.03414802526356,1.71704827254242,0.094207733,0.866964590991322
"299",2013-11-01,2.1,-0.1,-0.2,-0.4,-0.5,-0.3,-0.6,-0.2,-0.5,-0.6,-0.9,-0.8,-1.1,0.230311535254076,1.32213500322923,2.049766763,-0.0895430986482496,0.777864996770772,1.86968846474592,0.050233237,0.831480443377627
"300",2013-12-01,2,-0.1,-0.3,-0.4,-0.2,-0.5,-0.1,-0.4,-0.5,-0.8,-0.7,-1,-1.5,0.244503712307475,1.42229290241469,2.025863909,-0.0771024265564816,0.577707097585312,1.75549628769252,-0.025863909,0.770249607116427
"301",2014-01-01,1.9,-0.2,-0.3,-0.0999999999999999,-0.4,0,-0.3,-0.4,-0.7,-0.6,-0.9,-1.4,-1.6,0.292277260927463,1.3071543361122,1.89492265,0.00795468599101956,0.592845663887798,1.60772273907254,0.00507735,0.633899200181375
"302",2014-02-01,1.7,-0.0999999999999999,0.1,-0.2,0.2,-0.0999999999999999,-0.2,-0.5,-0.4,-0.7,-1.2,-1.4,-1.7,0.0650332310897974,1.14751030614336,1.615698731,-0.0407491061113788,0.552489693856639,1.6349667689102,0.084301269,0.571377357173549
"303",2014-03-01,1.6,0.2,-0.1,0.3,0,-0.1,-0.4,-0.3,-0.6,-1.1,-1.3,-1.6,-1.6,-0.0410767358246702,1.15669266968636,1.503186533,0.0109412411140833,0.443307330313636,1.64107673582467,0.096813467,0.459062388131652
"304",2014-04-01,1.8,-0.3,0.0999999999999999,-0.2,-0.3,-0.6,-0.5,-0.8,-1.3,-1.5,-1.8,-1.8,-1.9,-0.230488741124616,1.62593825538615,1.744272193,0.120900133095572,0.174061744613851,2.03048874112462,0.055727807,0.466886531806547
"305",2014-05-01,1.5,0.4,0.1,0,-0.3,-0.2,-0.5,-1,-1.2,-1.5,-1.5,-1.6,-1.4,-0.104195878784355,1.53172492320661,1.625162812,-0.0641939319978563,-0.0317249232066108,1.60419587878435,-0.125162812,0.469659040106021
"306",2014-06-01,1.9,-0.3,-0.4,-0.7,-0.6,-0.9,-1.4,-1.6,-1.9,-1.9,-2,-1.8,-1.9,-0.206900484899184,1.85509077287286,2.016419663,0.175248380624769,0.0449092271271434,2.10690048489918,-0.116419663,0.466605505547626
"307",2014-07-01,1.6,-0.1,-0.4,-0.3,-0.6,-1.1,-1.3,-1.6,-1.6,-1.7,-1.5,-1.6,-1.5,-0.17181591038167,1.93896922434475,1.786355598,-0.0691195154174646,-0.338969224344754,1.77181591038167,-0.186355598,0.5391231446632
"308",2014-08-01,1.5,-0.3,-0.2,-0.5,-1,-1.2,-1.5,-1.5,-1.6,-1.4,-1.5,-1.4,-1.5,-0.360887216937425,1.84937476774738,1.758732872,0.0479065011855045,-0.349374767747379,1.86088721693742,-0.258732872,0.35755860692266
"309",2014-09-01,1.2,0.1,-0.2,-0.7,-0.9,-1.2,-1.2,-1.3,-1.1,-1.2,-1.1,-1.2,-1.3,-0.43443505503535,1.61301868339559,1.551413198,-0.223869396306249,-0.413018683395594,1.63443505503535,-0.351413198,0.406190953100204
"310",2014-10-01,1.3,-0.3,-0.8,-1,-1.3,-1.3,-1.4,-1.2,-1.3,-1.2,-1.3,-1.4,-1.4,-0.356135037933028,1.84691142960263,1.784095338,-0.0236903593070606,-0.546911429602626,1.65613503793303,-0.484095338,0.286054623774552
"311",2014-11-01,1,-0.5,-0.7,-1,-1,-1.1,-0.9,-1,-0.9,-1,-1.1,-1.1,-0.9,-0.300896246708635,1.72268606638706,1.553612527,-0.22483517931182,-0.722686066387057,1.30089624670863,-0.553612527,0.22483517931182
"312",2014-12-01,0.5,-0.2,-0.5,-0.5,-0.6,-0.4,-0.5,-0.4,-0.5,-0.6,-0.6,-0.4,-0.3,-0.924322090269123,1.33298456177695,1.012227607,-0.47594491599862,-0.83298456177695,1.42432209026912,-0.512227607,-0.217202264561326
"313",2015-01-01,0.3,-0.3,-0.3,-0.4,-0.2,-0.3,-0.2,-0.3,-0.4,-0.4,-0.2,-0.1,0,-1.19540080207324,1.4242986391687,1.004812343,-0.46269539984092,-1.1242986391687,1.49540080207324,-0.704812343,-0.741277404485016
"314",2015-02-01,0,0,-0.1,0.1,0,0.1,0,-0.1,-0.1,0.1,0.2,0.3,0.3,-1.33982012529559,1.27911473153636,0.164393115,0.427787639177547,-1.27911473153636,1.33982012529559,-0.164393115,-0.427787639177547
"315",2015-03-01,0,-0.1,0.1,0,0.1,0,-0.1,-0.1,0.1,0.2,0.3,0.3,0.5,-1.20519529426137,1.38730570087251,0.214086919,0.0857071232837017,-1.38730570087251,1.20519529426137,-0.214086919,-0.0857071232837017
"316",2015-04-01,-0.1,0.2,0.1,0.2,0.1,0,0,0.2,0.3,0.4,0.4,0.6,0.4,-0.985086534934068,1.1762063095335,0.22747299,0.383550352598747,-1.2762063095335,0.885086534934068,-0.32747299,-0.383550352598747
"317",2015-05-01,0.1,-0.1,0,-0.1,-0.2,-0.2,0,0.1,0.2,0.2,0.4,0.2,0.2,-0.915076590317333,1.28567008581074,0.195965731,-1.16118042330416,-1.18567008581074,1.01507659031733,-0.095965731,-1.14140466968988
"318",2015-06-01,0,0.1,0,-0.1,-0.1,0.1,0.2,0.3,0.3,0.5,0.3,0.3,0.5,-0.802993598138394,1.19655905449768,0.27842169,1.11853466769067,-1.19655905449768,0.802993598138394,-0.27842169,-1.11853466769067
"319",2015-07-01,0.1,-0.1,-0.2,-0.2,0,0.1,0.2,0.2,0.4,0.2,0.2,0.4,0.5,-1.01057711292035,1.21738876975211,0.370166704,-1.93272318022413,-1.11738876975211,1.11057711292035,-0.270166704,-0.369861912769911
"320",2015-08-01,0,-0.1,-0.1,0.1,0.2,0.3,0.3,0.5,0.3,0.3,0.5,0.6,0.6,-1.04369984074544,1.17156567192195,0.298313931,1.14134248833512,-1.17156567192195,1.04369984074544,-0.298313931,-1.14134248833512
"321",2015-09-01,-0.1,0,0.2,0.3,0.4,0.4,0.6,0.4,0.4,0.6,0.7,0.7,1.1,-1.08332740659676,1.18093022772419,0.185833199,-0.369828130163621,-1.28093022772419,0.983327406596756,-0.285833199,0.369828130163621
"322",2015-10-01,-0.1,0.2,0.3,0.4,0.4,0.6,0.4,0.4,0.6,0.7,0.7,1.1,1,-0.996921535577143,1.02615319949444,0.087438628,1.22425152971616,-1.12615319949444,0.896921535577143,-0.187438628,-1.22425152971616
"323",2015-11-01,0.1,0.1,0.2,0.2,0.4,0.2,0.2,0.4,0.5,0.5,0.9,0.8,1.1,-0.994296044062596,1.15139559682281,0.444559801,-1.37283419667183,-1.05139559682281,1.0942960440626,-0.344559801,-0.929750896322218
"324",2015-12-01,0.2,0.1,0.1,0.3,0.1,0.1,0.3,0.4,0.4,0.8,0.7,1,1.4,-1.06438315673882,1.26529160441812,0.299163991,-0.410533391848036,-1.06529160441812,1.26438315673882,-0.099163991,-1.19890452058606
"325",2016-01-01,0.3,0,0.2,0,0,0.2,0.3,0.3,0.7,0.6,0.9,1.3,1.5,-1.02875891138469,1.19967687800048,0.35956945,-0.394716176213133,-0.899676878000477,1.32875891138469,-0.05956945,-0.809256628112803
"326",2016-02-01,0.3,0.2,0,0,0.2,0.3,0.3,0.7,0.6,0.9,1.3,1.5,2,-0.745977483335203,1.28234481569999,0.296693156,-0.589055904376697,-0.982344815699987,1.0459774833352,0.003306844,-0.614916899949239
"327",2016-03-01,0.5,-0.2,-0.2,0,0.1,0.1,0.5,0.4,0.7,1.1,1.3,1.8,1.8,-0.76403505098664,1.36990331027029,0.481017692,0.357906238795394,-0.869903310270292,1.26403505098664,0.018982308,-1.05105341935534
"328",2016-04-01,0.3,0,0.2,0.3,0.3,0.7,0.6,0.9,1.3,1.5,2,2,2.4,-0.723198790390086,1.25338950418846,0.135547116,0.270296357846949,-0.953389504188462,1.02319879039009,0.164452884,-1.47426916217288
"329",2016-05-01,0.3,0.2,0.3,0.3,0.7,0.6,0.9,1.3,1.5,2,2,2.4,2.6,-0.720923243867595,1.39182255226682,0.246556747,0.420911596060511,-1.09182255226682,1.02092324386759,0.053443253,-1.62488440038645
"330",2016-06-01,0.5,0.1,0.1,0.5,0.4,0.7,1.1,1.3,1.8,1.8,2.2,2.4,2.1,-0.647921970539396,1.66301009123411,0.368982721,-0.453604630321713,-1.16301009123411,1.1479219705394,0.131017279,-0.239542550238232
"331",2016-07-01,0.6,0,0.4,0.3,0.6,1,1.2,1.7,1.7,2.1,2.3,2,2,-0.495472057386346,1.55936833227627,0.475222757,-0.134203355414783,-0.959368332276267,1.09547205738635,0.124777243,-0.376622268351207
"332",2016-08-01,0.6,0.4,0.3,0.6,1,1.2,1.7,1.7,2.1,2.3,2,2,2.3,-0.296699302092172,1.59714414386766,0.43227762,-0.114430546993578,-0.997144143867656,0.896699302092172,0.16772238,-0.396395076772413
"333",2016-09-01,1,-0.1,0.2,0.6,0.8,1.3,1.3,1.7,1.9,1.6,1.6,1.9,2,-0.29909559835892,1.77168280209009,0.664176895,0.14887064426097,-0.77168280209009,1.29909559835892,0.335823105,-0.14887064426097
"334",2016-10-01,0.9,0.3,0.7,0.9,1.4,1.4,1.8,2,1.7,1.7,2,2.1,2.1,-0.302297984748323,1.71187262817556,0.670557683,0.0268396427805467,-0.811872628175558,1.20229798474832,0.229442317,-0.132200158438373
"335",2016-11-01,1.2,0.4,0.6,1.1,1.1,1.5,1.7,1.4,1.4,1.7,1.8,1.8,1.9,-0.18745945091589,1.67138665799574,0.836228203,-0.00246197418866884,-0.471386657995743,1.38745945091589,0.363771797,0.184783530982623
"336",2016-12-01,1.6,0.2,0.7,0.7,1.1,1.3,1,1,1.3,1.4,1.4,1.5,1.4,0.145960547489949,1.80053394702466,1.169820818,-0.179815287360425,-0.200533947024661,1.45403945251005,0.430179182,0.64981891660616
"337",2017-01-01,1.8,0.5,0.5,0.9,1.1,0.8,0.8,1.1,1.2,1.2,1.3,1.2,1.2,0.452857514152148,1.68830210819446,1.24574927,0.0310713509332019,0.11169789180554,1.34714248584785,0.55425073,0.556715313968917
"338",2017-02-01,2.3,0,0.4,0.6,0.3,0.3,0.6,0.7,0.7,0.8,0.7,0.7,0.4,0.30763836911523,1.36559856461354,2.040231428,0.0171619768131382,0.934401435386456,1.99236163088477,0.259768572,0.815747146121966
"339",2017-03-01,2.3,0.4,0.6,0.3,0.3,0.6,0.7,0.7,0.8,0.7,0.7,0.4,0.2,0.272777838158217,1.15963375188993,1.889461403,-0.142053409001475,1.14036624811007,2.02722216184178,0.410538597,0.974962531936579
"340",2017-04-01,2.7,0.2,-0.1,-0.1,0.2,0.3,0.3,0.4,0.3,0.3,0,-0.2,-0.3,0.291256368211985,1.42192574067165,2.299993079,0.0645311154935445,1.27807425932835,2.40874363178802,0.400006921,0.928720657516739
"341",2017-05-01,2.9,-0.3,-0.3,0,0.1,0.1,0.2,0.1,0.1,-0.2,-0.4,-0.5,-0.5,0.24777540967329,1.1513222731402,2.451466796,-0.147074833248117,1.7486777268598,2.65222459032671,0.448533204,1.21178557024055
"342",2017-06-01,2.6,0,0.3,0.4,0.4,0.5,0.4,0.4,0.1,-0.1,-0.2,-0.2,-0.2,0.0498531149765262,0.80815934153202,2.015294176,-0.147134521360743,1.79184065846798,2.55014688502347,0.584705824,1.10264596638818
"343",2017-07-01,2.6,0.3,0.4,0.4,0.5,0.4,0.4,0.1,-0.1,-0.2,-0.2,-0.2,-0.1,-0.0670685291320208,0.543803631334148,1.891400574,-0.104329962892766,2.05619636866585,2.66706852913202,0.708599426,1.0598414079202
"344",2017-08-01,2.9,0.1,0.1,0.2,0.1,0.1,-0.2,-0.4,-0.5,-0.5,-0.5,-0.4,-0.2,-0.131956572611573,0.646028054886347,2.193736312,-0.0400189931925818,2.25397194511365,3.03195657261157,0.706263688,1.10472973018501
"345",2017-09-01,3,0,0.1,0,0,-0.3,-0.5,-0.6,-0.6,-0.6,-0.5,-0.3,-0.6,0.294000071499256,0.612849756517894,2.34629978,0.0244637850702134,2.38715024348211,2.70599992850074,0.65370022,1.0741485035979
"346",2017-10-01,3,0.1,0,0,-0.3,-0.5,-0.6,-0.6,-0.6,-0.5,-0.3,-0.6,-0.6,0.224641139870229,0.305637779506071,2.116678987,0.00480724915269093,2.69436222049393,2.77535886012977,0.883321013,1.09380503951542
"347",2017-11-01,3.1,-0.1,-0.1,-0.4,-0.6,-0.7,-0.7,-0.7,-0.6,-0.4,-0.7,-0.7,-0.8,0.380998648236136,0.488518639644106,2.152666057,0.0744598980396409,2.61148136035589,2.71900135176386,0.947333943,1.05694221345146
"348",2017-12-01,3,0,-0.3,-0.5,-0.6,-0.6,-0.6,-0.5,-0.3,-0.6,-0.6,-0.7,-0.9,0.283240183880676,0.443431050429608,2.208537714,0.0599690569204359,2.55656894957039,2.71675981611932,0.791462286,1.03864323174767
"349",2018-01-01,3,-0.3,-0.5,-0.6,-0.6,-0.6,-0.5,-0.3,-0.6,-0.6,-0.7,-0.9,-1.2,0.120018915213494,0.645009676486216,2.269016386,0.0119710480267743,2.35499032351378,2.87998108478651,0.730983614,1.08664124064134
"350",2018-02-01,2.7,-0.2,-0.3,-0.3,-0.3,-0.2,0,-0.3,-0.3,-0.4,-0.6,-0.9,-0.8,0.115632257905057,0.985155301888594,2.685981942,-0.074772384945055,1.71484469811141,2.58436774209494,0.014018058,1.06802415795534
"351",2018-03-01,2.5,-0.1,-0.1,-0.1,0,0.2,-0.1,-0.1,-0.2,-0.4,-0.7,-0.6,-0.6,0.263920121784832,0.921020965180128,2.745500101,-0.0294633429286392,1.57897903481987,2.23607987821517,-0.245500101,0.945754074802794
"352",2018-04-01,2.4,0,0,0.1,0.3,0,0,-0.1,-0.3,-0.6,-0.5,-0.5,-0.3,0.229891344750246,0.761634860559888,2.343864275,-0.0325411425689031,1.63836513944011,2.17010865524975,0.056135725,0.908009879922803
"353",2018-05-01,2.4,0,0.1,0.3,0,0,-0.1,-0.3,-0.6,-0.5,-0.5,-0.3,-0.4,0.280732373902798,1.09868962976513,2.423079003,0.0149045621679489,1.30131037023486,2.1192676260972,-0.023079003,0.860564175185951
"354",2018-06-01,2.4,0.1,0.3,0,0,-0.1,-0.3,-0.6,-0.5,-0.5,-0.3,-0.4,-0.4,0.449172494518308,1.20107025039786,2.417421115,0.0470845581856926,1.19892974960214,1.95082750548169,-0.017421115,0.828384179168207
"355",2018-07-01,2.5,0.2,-0.1,-0.1,-0.2,-0.4,-0.7,-0.6,-0.6,-0.4,-0.5,-0.5,-0.4,0.629276119295169,1.46827883888817,2.535401428,0.0968908271163056,1.03172116111183,1.87072388070483,-0.035401428,0.81939990475785
"356",2018-08-01,2.7,-0.3,-0.3,-0.4,-0.6,-0.9,-0.8,-0.8,-0.6,-0.7,-0.7,-0.6,-1,0.592990723492981,1.65431826782481,2.85424024,0.146196504355273,1.04568173217519,2.10700927650702,-0.15424024,0.847055268655011
"357",2018-09-01,2.4,0,-0.1,-0.3,-0.6,-0.5,-0.5,-0.3,-0.4,-0.4,-0.3,-0.7,-0.7,0.501518518824889,1.5007121373457,2.40054812,0.0259678469953808,0.899287862654297,1.89848148117511,-0.00054812,0.849500890358519
"358",2018-10-01,2.4,-0.1,-0.3,-0.6,-0.5,-0.5,-0.3,-0.4,-0.4,-0.3,-0.7,-0.7,-0.9,0.633906954546476,1.73360555621218,2.581218013,0.0410716195681088,0.666394443787821,1.76609304545352,-0.181218013,0.834397117785791
"359",2018-11-01,2.3,-0.2,-0.5,-0.4,-0.4,-0.2,-0.3,-0.3,-0.2,-0.6,-0.6,-0.8,-0.8,0.408773809311669,1.66285247146968,2.406802121,-0.0386284067558538,0.637147528530324,1.89122619068833,-0.106802121,0.871537529690958
"360",2018-12-01,2.1,-0.3,-0.2,-0.2,0,-0.1,-0.1,0,-0.4,-0.4,-0.6,-0.6,-0.8,0.29740608406553,1.42543391184545,2.286668834,-0.0460782427937464,0.674566088154549,1.80259391593447,-0.186668834,0.788015587523124
"361",2019-01-01,1.8,0.0999999999999999,0.0999999999999999,0.3,0.2,0.2,0.3,-0.1,-0.1,-0.3,-0.3,-0.5,0,-0.109430906522484,1.10524043465667,1.942872059,-0.125665534802557,0.694759565343328,1.90943090652248,-0.142872059,0.713452199704676
"362",2019-02-01,1.9,0,0.2,0.1,0.1,0.2,-0.2,-0.2,-0.4,-0.4,-0.6,-0.0999999999999999,-0.2,-0.0657921135551491,1.11909410859888,1.911716688,0.00855694352407232,0.780905891401118,1.96579211355515,-0.011716688,0.633296942648322
"363",2019-03-01,1.9,0.2,0.1,0.1,0.2,-0.2,-0.2,-0.4,-0.4,-0.6,-0.0999999999999999,-0.2,-0.4,-0.0664817412131082,1.18370387152614,1.880547443,0.0278943251111304,0.716296128473859,1.96648174121311,0.019452557,0.613959561061264
"364",2019-04-01,2.1,-0.1,-0.1,0,-0.4,-0.4,-0.6,-0.6,-0.8,-0.3,-0.4,-0.6,-1.3,0.154147363433312,1.64679839895659,2.326979053,0.110915206778156,0.453201601043407,1.94585263656669,-0.226979053,0.631022137951222
"365",2019-05-01,2,0,0.1,-0.3,-0.3,-0.5,-0.5,-0.7,-0.2,-0.3,-0.5,-1.2,-1.5,0.208865156033812,1.21452351422833,2.133446065,0.0476938197520023,0.785476485771675,1.79113484396619,-0.133446065,0.645453360807943
"366",2019-06-01,2,0.1,-0.3,-0.3,-0.5,-0.5,-0.7,-0.2,-0.3,-0.5,-1.2,-1.5,-1.4,0.0612629576833972,0.981299434172176,2.116133369,0.102165030674454,1.01870056582782,1.9387370423166,-0.116133369,0.590982149885492
"367",2019-07-01,2.1,-0.4,-0.4,-0.6,-0.6,-0.8,-0.3,-0.4,-0.6,-1.3,-1.6,-1.5,-1.1,0.0423171504288073,1.06494191440528,2.309123169,0.0494641964940137,1.03505808559472,2.05768284957119,-0.209123169,0.692473148235364
"368",2019-08-01,1.7,0,-0.2,-0.2,-0.4,0.1,0,-0.2,-0.9,-1.2,-1.1,-0.7,-1.5,0.0421267547701247,0.733417709778093,1.730438083,-0.133381911969972,0.966582290221907,1.65787324522988,-0.030438083,0.664010163032142
"369",2019-09-01,1.7,-0.2,-0.2,-0.4,0.1,0,-0.2,-0.9,-1.2,-1.1,-0.7,-1.5,-1.2,-0.074101191814566,0.742941666008599,1.857353307,-0.0494947356085658,0.957058333991401,1.77410119181457,-0.157353307,0.580122986670736
"370",2019-10-01,1.5,0,-0.2,0.3,0.2,0,-0.7,-1,-0.9,-0.5,-1.3,-1,-0.8,-0.370500421185009,0.630995593496918,1.558726309,-0.156277008341238,0.869004406503082,1.87050042118501,-0.058726309,0.561742116449403
"371",2019-11-01,1.5,-0.2,0.3,0.2,0,-0.7,-1,-0.9,-0.5,-1.3,-1,-0.8,-1.2,-0.263774475266037,0.518412899761277,1.547933243,-0.00137070718103621,0.981587100238723,1.76377447526604,-0.047933243,0.406835815289201
"372",2019-12-01,1.3,0.5,0.4,0.2,-0.5,-0.8,-0.7,-0.3,-1.1,-0.8,-0.6,-1,-0.7,-0.154302295764321,0.456822270853562,1.38929159,-0.130675994026124,0.843177729146438,1.45430229576432,-0.08929159,0.393040258493615
